uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,throughput,reliabilityScore
Q16531,Q5TAQ9,1642,50717,ENSG00000167986,ENSG00000132716,DDB1,DCAF8,x-ray crystallography,direct interaction,19966799,small scale,0.4
Q16531,Q5T6F0,1642,25853,ENSG00000167986,ENSG00000198876,DDB1,,x-ray crystallography,direct interaction,19966799,small scale,0.4
Q7KZI7,Q7L7X3,2011,57551,ENSG00000072518,ENSG00000160551,MARK2,TAOK1,protein kinase assay,phosphorylation reaction,19966800,small scale,0.25
P23381,P33151,7453,1003,ENSG00000140105,ENSG00000179776,WARS1,CDH5,pull down,physical association|direct interaction,20010843,small scale,0.44
P04049,Q12967,5894,5900,ENSG00000132155,ENSG00000160271,RAF1,RALGDS,pull down,physical association,19075231,small scale,0.37
Q10570,Q6P1J9,29894,79577,ENSG00000071894,ENSG00000134371,CPSF1,CDC73,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q6PD62,79577,9646,ENSG00000134371,ENSG00000198730,CDC73,CTR9,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q92797,79577,8189,ENSG00000134371,ENSG00000125755,CDC73,SYMPK,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q8WVC0,79577,123169,ENSG00000134371,ENSG00000166477,CDC73,LEO1,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q9P2I0,79577,53981,ENSG00000134371,ENSG00000165934,CDC73,CPSF2,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q8N7H5,79577,54623,ENSG00000134371,ENSG00000006712,CDC73,PAF1,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q9UKF6,79577,51692,ENSG00000134371,ENSG00000119203,CDC73,CPSF3,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q12996,Q6P1J9,1479,79577,ENSG00000176102,ENSG00000134371,CSTF3,CDC73,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q6UN15,79577,81608,ENSG00000134371,ENSG00000145216,CDC73,FIP1L1,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q8NEZ4,79577,58508,ENSG00000134371,ENSG00000055609,CDC73,KMT2C,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q9UBL3,79577,9070,ENSG00000134371,ENSG00000129691,CDC73,ASH2L,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q15291,Q6P1J9,5929,79577,ENSG00000117222,ENSG00000134371,RBBP5,CDC73,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q6P1J9,Q9GZS3,79577,80349,ENSG00000134371,ENSG00000140395,CDC73,WDR61,anti bait coimmunoprecipitation,physical association,19136632,small scale,0.37
Q7Z6Z7,Q93008,10075,8239,ENSG00000086758,ENSG00000124486,HUWE1,USP9X,anti bait coimmunoprecipitation,physical association,20023629,small scale,0.37
P51532,Q9P2D1,6597,55636,ENSG00000127616,ENSG00000171316,SMARCA4,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
Q6STE5,Q9P2D1,6604,55636,ENSG00000082014,ENSG00000171316,SMARCD3,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
Q92925,Q9P2D1,6603,55636,ENSG00000108604,ENSG00000171316,SMARCD2,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
P09874,Q9P2D1,142,55636,ENSG00000143799,ENSG00000171316,PARP1,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
Q92922,Q9P2D1,6599,55636,ENSG00000173473,ENSG00000171316,SMARCC1,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
Q96GM5,Q9P2D1,6602,55636,ENSG00000066117,ENSG00000171316,SMARCD1,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
Q969G3,Q9P2D1,6605,55636,ENSG00000073584,ENSG00000171316,SMARCE1,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
Q9NPI1,Q9P2D1,29117,55636,ENSG00000166164,ENSG00000171316,BRD7,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
Q68CP9,Q9P2D1,196528,55636,ENSG00000189079,ENSG00000171316,ARID2,CHD7,anti bait coimmunoprecipitation,physical association,20130577,small scale,0.37
P11940,Q9HCJ0,26986,57690,ENSG00000070756,ENSG00000078687,PABPC1,TNRC6C,pull down|x-ray crystallography|molecular sieving,physical association|direct interaction,20098421,small scale,0.53
P38398,Q53YX5,672,,ENSG00000012048,,BRCA1,,anti tag coimmunoprecipitation,physical association,19202061,small scale,0.37
P26358,P62988,1786,,ENSG00000130816,,DNMT1,,anti bait coimmunoprecipitation,physical association,19282482|21151116,small scale,0.43
P26358,Q8WTS6,1786,80854,ENSG00000130816,ENSG00000145391,DNMT1,SETD7,methyltransferase assay|pull down|x-ray crystallography|anti bait coimmunoprecipitation,methylation reaction|direct interaction|physical association,19282482|21151116,small scale,0.61
Q9H251,Q9Y6N9,64072,10083,ENSG00000107736,ENSG00000006611,CDH23,USH1C,pull down,direct interaction,19297620,small scale,0.4
P15408,P17275,2355,3726,ENSG00000075426,ENSG00000171223,FOSL2,JUNB,anti bait coimmunoprecipitation,physical association,19321746,small scale,0.37
Q02363,Q99081,3398,6938,ENSG00000115738,ENSG00000140262,ID2,TCF12,two hybrid|anti bait coimmunoprecipitation,physical association,16549780|19321746,small scale,0.47
Q01718,Q96G30,4158,112609,ENSG00000185231,ENSG00000135324,MC2R,MRAP2,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
Q01726,Q96G30,4157,112609,ENSG00000258839,ENSG00000135324,MC1R,MRAP2,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
P41968,Q96G30,4159,112609,ENSG00000124089,ENSG00000135324,MC3R,MRAP2,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
P32245,Q96G30,4160,112609,ENSG00000166603,ENSG00000135324,MC4R,MRAP2,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
P33032,Q96G30,4161,112609,ENSG00000176136,ENSG00000135324,MC5R,MRAP2,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
P41968,Q8TCY5,4159,56246,ENSG00000124089,ENSG00000170262,MC3R,MRAP,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
P32245,Q8TCY5,4160,56246,ENSG00000166603,ENSG00000170262,MC4R,MRAP,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
P33032,Q8TCY5,4161,56246,ENSG00000176136,ENSG00000170262,MC5R,MRAP,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
Q8TCY5,Q96G30,56246,112609,ENSG00000170262,ENSG00000135324,MRAP,MRAP2,anti tag coimmunoprecipitation,physical association,19329486,small scale,0.37
Q9Y6D5,Q9Y6D6,10564,10565,ENSG00000124198,ENSG00000066777,ARFGEF2,ARFGEF1,anti bait coimmunoprecipitation,physical association,19332778|22084092,small scale,0.43
Q14432,Q9Y6D6,5139,10565,ENSG00000172572,ENSG00000066777,PDE3A,ARFGEF1,anti bait coimmunoprecipitation,physical association,19332778,small scale,0.37
Q14432,Q9Y6D5,5139,10564,ENSG00000172572,ENSG00000124198,PDE3A,ARFGEF2,anti bait coimmunoprecipitation,physical association,19332778,small scale,0.37
P49336,Q15648,1024,5469,ENSG00000132964,ENSG00000125686,CDK8,MED1,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P49336,Q71SY5,1024,81857,ENSG00000132964,ENSG00000104973,CDK8,MED25,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P49336,Q93074,1024,9968,ENSG00000132964,ENSG00000184634,CDK8,MED12,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P49336,Q9UHV7,1024,9969,ENSG00000132964,ENSG00000108510,CDK8,MED13,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P49336,Q9ULK4,1024,9439,ENSG00000132964,ENSG00000112282,CDK8,MED23,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P49336,Q9Y2X0,1024,10025,ENSG00000132964,ENSG00000175221,CDK8,MED16,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
O75448,P49336,9862,1024,ENSG00000008838,ENSG00000132964,MED24,CDK8,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P49336,Q9NVC6,1024,9440,ENSG00000132964,ENSG00000042429,CDK8,MED17,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P49336,P50750,1024,1025,ENSG00000132964,ENSG00000136807,CDK8,CDK9,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
O60885,Q15648,23476,5469,ENSG00000141867,ENSG00000125686,BRD4,MED1,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P24863,Q15648,892,5469,ENSG00000112237,ENSG00000125686,CCNC,MED1,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
Q15648,Q96RN5,5469,51586,ENSG00000125686,ENSG00000099917,MED1,MED15,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
Q15648,Q93074,5469,9968,ENSG00000125686,ENSG00000184634,MED1,MED12,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
Q15648,Q9UHV7,5469,9969,ENSG00000125686,ENSG00000108510,MED1,MED13,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
O60885,P49336,23476,1024,ENSG00000141867,ENSG00000132964,BRD4,CDK8,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
O60563,P49336,904,1024,ENSG00000129315,ENSG00000132964,CCNT1,CDK8,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
O14965,Q9NQS7,6790,3619,ENSG00000087586,ENSG00000149503,AURKA,INCENP,pull down|protein kinase assay|anti tag coimmunoprecipitation,direct interaction|phosphorylation reaction|physical association,19357306,small scale,0.53
O95994,Q02817,10551,,ENSG00000106541,,AGR2,,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19359471,small scale,0.42
O94927,Q7Z4H7,23354,54801,ENSG00000249115,ENSG00000147874,HAUS5,HAUS6,anti tag coimmunoprecipitation,physical association,19369198,small scale,0.37
Q7Z4H7,Q99871,54801,55559,ENSG00000147874,ENSG00000213397,HAUS6,HAUS7,anti tag coimmunoprecipitation,physical association,19369198,small scale,0.37
Q68CZ6,Q7Z4H7,79441,54801,ENSG00000214367,ENSG00000147874,HAUS3,HAUS6,anti tag coimmunoprecipitation,physical association,19369198,small scale,0.37
Q7Z4H7,Q9BT25,54801,93323,ENSG00000147874,ENSG00000131351,HAUS6,HAUS8,two hybrid|molecular sieving|anti tag coimmunoprecipitation|dynamic light scattering|static light scattering,direct interaction|physical association,19369198|25173975,small scale,0.62
Q7Z4H7,Q96CS2,54801,115106,ENSG00000147874,ENSG00000152240,HAUS6,HAUS1,anti tag coimmunoprecipitation,physical association,19369198,small scale,0.37
Q7Z4H7,Q9NVX0,54801,55142,ENSG00000147874,ENSG00000137814,HAUS6,HAUS2,anti tag coimmunoprecipitation,physical association,19369198,small scale,0.37
Q7Z4H7,Q9H6D7,54801,54930,ENSG00000147874,ENSG00000092036,HAUS6,HAUS4,anti tag coimmunoprecipitation,physical association,19369198,small scale,0.37
Q7Z4H7,Q8NHV4,54801,121441,ENSG00000147874,ENSG00000139350,HAUS6,NEDD1,anti tag coimmunoprecipitation,physical association,19369198,small scale,0.37
P38398,Q86YC2,672,79728,ENSG00000012048,ENSG00000083093,BRCA1,PALB2,pull down|anti tag coimmunoprecipitation|tandem affinity purification|anti bait coimmunoprecipitation,physical association,19369211|26649820,small scale,0.53
P51587,Q86YC2,675,79728,ENSG00000139618,ENSG00000083093,BRCA2,PALB2,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation|tandem affinity purification,physical association,17420451|19369211|26649820,small scale,0.56
P09913,Q86WV6,3433,340061,ENSG00000119922,ENSG00000184584,IFIT2,STING1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19416887,small scale,0.42
Q86WV6,Q9UHD2,340061,29110,ENSG00000184584,ENSG00000183735,STING1,TBK1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,18724357|19416887|19433799,small scale,0.53
Q7Z434,Q86WV6,57506,340061,ENSG00000088888,ENSG00000184584,MAVS,STING1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19416887|18724357|20080758,small scale,0.53
Q7Z434,Q9BYX4,57506,64135,ENSG00000088888,ENSG00000115267,MAVS,IFIH1,anti tag coimmunoprecipitation,physical association,17600090|19416887,small scale,0.43
Q8IUC6,Q9UHD2,148022,29110,ENSG00000127666,ENSG00000183735,TICAM1,TBK1,anti tag coimmunoprecipitation,physical association,19416887,small scale,0.37
P09914,Q86WV6,3434,340061,ENSG00000185745,ENSG00000184584,IFIT1,STING1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19416887,small scale,0.42
P62988,Q86WV6,,340061,,ENSG00000184584,,STING1,anti tag coimmunoprecipitation,physical association,19433799,small scale,0.37
Q14164,Q86WV6,9641,340061,ENSG00000263528,ENSG00000184584,IKBKE,STING1,anti tag coimmunoprecipitation,physical association,19433799,small scale,0.37
P31946,P46937,7529,10413,ENSG00000166913,ENSG00000137693,YWHAB,YAP1,anti tag coimmunoprecipitation,physical association,19439659,small scale,0.37
P46527,Q15418,1027,6195,ENSG00000111276,ENSG00000117676,CDKN1B,RPS6KA1,protein kinase assay|anti bait coimmunoprecipitation,phosphorylation reaction|physical association,19470470,small scale,0.43
P46527,P61586,1027,387,ENSG00000111276,ENSG00000067560,CDKN1B,RHOA,pull down|anti bait coimmunoprecipitation,direct interaction|physical association,19470470,small scale,0.5
O60341,P17542,23028,6886,ENSG00000004487,ENSG00000162367,KDM1A,TAL1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19497860,small scale,0.42
P25098,Q13635,156,5727,ENSG00000173020,ENSG00000185920,GRK2,PTCH1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19502428,small scale,0.42
O75448,Q15648,9862,5469,ENSG00000008838,ENSG00000125686,MED24,MED1,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
Q15648,Q9NVC6,5469,9440,ENSG00000125686,ENSG00000042429,MED1,MED17,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P10644,Q14432,5573,5139,ENSG00000108946,ENSG00000172572,PRKAR1A,PDE3A,anti bait coimmunoprecipitation,physical association,19332778,small scale,0.37
P10644,Q9Y6D6,5573,10565,ENSG00000108946,ENSG00000066777,PRKAR1A,ARFGEF1,anti bait coimmunoprecipitation,physical association,19332778,small scale,0.37
P10644,Q9Y6D5,5573,10564,ENSG00000108946,ENSG00000124198,PRKAR1A,ARFGEF2,anti bait coimmunoprecipitation,physical association,19332778,small scale,0.37
P16989,Q7Z4H7,8531,54801,ENSG00000060138,ENSG00000147874,YBX3,HAUS6,anti tag coimmunoprecipitation,physical association,19369198,small scale,0.37
Q86YC2,Q99708,79728,5932,ENSG00000083093,ENSG00000101773,PALB2,RBBP8,anti bait coimmunoprecipitation,physical association,19369211,small scale,0.37
Q86YC2,Q9BX63,79728,83990,ENSG00000083093,ENSG00000136492,PALB2,BRIP1,anti bait coimmunoprecipitation,physical association,19369211,small scale,0.37
P17542,Q13547,6886,3065,ENSG00000162367,ENSG00000116478,TAL1,HDAC1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19497860,small scale,0.42
P17542,Q92769,6886,3066,ENSG00000162367,ENSG00000196591,TAL1,HDAC2,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19497860,small scale,0.42
P17542,Q9UKL0,6886,23186,ENSG00000162367,ENSG00000089902,TAL1,RCOR1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19497860,small scale,0.42
P17542,Q86U70,6886,8861,ENSG00000162367,ENSG00000198728,TAL1,LDB1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19497860,small scale,0.42
P17542,P81877,6886,23635,ENSG00000162367,ENSG00000145687,TAL1,SSBP2,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19497860,small scale,0.42
P17542,Q9BWW4,6886,23648,ENSG00000162367,ENSG00000157216,TAL1,SSBP3,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19497860,small scale,0.42
O75081,P17542,863,6886,ENSG00000129993,ENSG00000162367,CBFA2T3,TAL1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19497860,small scale,0.42
P17542,Q14839,6886,1108,ENSG00000162367,ENSG00000111642,TAL1,CHD4,anti tag coimmunoprecipitation,physical association,19497860,small scale,0.37
P17542,Q12873,6886,1107,ENSG00000162367,ENSG00000170004,TAL1,CHD3,anti tag coimmunoprecipitation,physical association,19497860,small scale,0.37
P06400,P17542,5925,6886,ENSG00000139687,ENSG00000162367,RB1,TAL1,anti tag coimmunoprecipitation,physical association,19497860,small scale,0.37
P17542,Q9C0K0,6886,64919,ENSG00000162367,ENSG00000127152,TAL1,BCL11B,anti tag coimmunoprecipitation,physical association,19497860,small scale,0.37
P12980,P17542,4066,6886,ENSG00000104903,ENSG00000162367,LYL1,TAL1,anti tag coimmunoprecipitation,physical association,19497860,small scale,0.37
P17542,Q16576,6886,5931,ENSG00000162367,ENSG00000102054,TAL1,RBBP7,anti tag coimmunoprecipitation,physical association,19497860,small scale,0.37
O43505,O95461,11041,9215,ENSG00000174684,ENSG00000133424,B4GAT1,LARGE1,anti tag coimmunoprecipitation,physical association,19587235,small scale,0.37
O43505,Q8N3Y3,11041,120071,ENSG00000174684,ENSG00000165905,B4GAT1,LARGE2,anti tag coimmunoprecipitation,physical association,19587235,small scale,0.37
P62988,Q8IVH8,,8491,,ENSG00000011566,,MAP4K3,anti tag coimmunoprecipitation,physical association,19587239,small scale,0.37
P30307,P31946,995,7529,ENSG00000158402,ENSG00000166913,CDC25C,YWHAB,anti bait coimmunoprecipitation,physical association,19470455,small scale,0.37
P35222,P35869,1499,196,ENSG00000168036,ENSG00000106546,CTNNB1,AHR,anti bait coimmunoprecipitation,physical association,19651607,small scale,0.37
P01137,Q14392,7040,2615,ENSG00000105329,ENSG00000137507,TGFB1,LRRC32,anti bait coimmunoprecipitation,physical association,19651619,small scale,0.37
