drugName,entrezGeneIds,pubmedId,author
(r)-n-(1-methyl-hexyl)-formamide,126,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
(1-methyl-1h-imidazol-2-yl)-(3-methyl-4-{3-[(pyridin-3-ylmethyl)-amino]-propoxy}-benzofuran-2-yl)-methanone,4836,10592235,Berman HM (2000)
3-decyl-2 -5-dioxo-4-hydroxy-3-pyrroline,54363,10592235,Berman HM (2000)
7-nitroindazole-2-carboxamidine,4846,10592235,Berman HM (2000)
4-{2 -4-bis[(3-nitrobenzoyl)amino]phenoxy}phthalic acid,5837,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
selenazole-4-carboxyamide-adenine dinucleotide,3615,17016423|17139284,Imming P (2006)|Overington JP (2006)
2-{3-[4-(4-fluorophenyl)-3 -6-dihydro-1(2h)-pyridinyl]propyl}-8-methyl-4(3h)-quinazolinone,142,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
3-methoxybenzamide,142,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
pasbn,6714,10592235,Berman HM (2000)
17-dmag,3320,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
crc200 (chiron-behring),5644,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
6-[(z)-amino(imino)methyl]-n-[4-(aminomethyl)phenyl]-4-(pyrimidin-2-ylamino)-2-naphthamide,5328,17016423|17139284,Imming P (2006)|Overington JP (2006)
ic261,1455,10592235,Berman HM (2000)
cyclopropyl-{4-[5-(3 -4-dichlorophenyl)-2-[(1-methyl)-piperidin]-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine,5602,17016423|17139284,Imming P (2006)|Overington JP (2006)
hydroxyacetic acid,2539,17016423|17139284,Imming P (2006)|Overington JP (2006)
n'-(2s -3r)-3-amino-4-cyclohexyl-2-hydroxy-butano-n-(4-methylphenyl)hydrazide,10988,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2-(sec-butyl)thiazole,392399,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
pyroglutamic acid,3060|440021|280|7422|7032|3537|10863|283|276,10592235|17016423|17139284,Berman HM (2000)|Imming P (2006)|Overington JP (2006)
5-hydroxymethyl-chonduritol,280|276,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
8-(2 -5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine,3320,10592235,Berman HM (2000)
tetramethylammonium ion,2582,17016423|17139284,Imming P (2006)|Overington JP (2006)
n-aminoethylmorpholine,1509,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
6-nitroindazole,4843|4846,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
ribose-1-phosphate,4860,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2-(oxalyl-amino)-4 -7-dihydro-5h-thieno[2 -3-c]pyran-3-carboxylic acid,5770,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
thymidine-5'- diphosphate,4830,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
ru82129,6714,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
myo-inositol,2629|10423,17016423|17139284|11752352,Imming P (2006)|Overington JP (2006)|Chen X (2002)
n-acetyl-d-allosamine,1118,17016423|17139284,Imming P (2006)|Overington JP (2006)
2-chlorophenol,1432,17016423|17139284,Imming P (2006)|Overington JP (2006)
pas219,6714,10592235,Berman HM (2000)
5-bromo-n-(2 -3-dihydroxypropoxy)-3 -4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide,5604,17016423|17139284,Imming P (2006)|Overington JP (2006)
para-toluene sulfonate,4069|1512,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
1-benzyl-5-methoxy-2-methyl-1h-indol-3-yl)-acetic acid,5320,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
5-[4-(1-carboxymethyl-2-oxo-propylcarbamoyl)-benzylsulfamoyl]-2-hydroxy-benzoic acid,836,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2 -4-diamino-5-(3 -4 -5-trimethoxy-benzyl)-pyrimidin-1-ium,1719,10592235,Berman HM (2000)
mant-adp,79784,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
benzamidine,6768|5644|1632|1457|5646|475|5328|5645|5653,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
acetylcholine,43,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
[3-(1 -3 -2-dioxaborolan-2-yloxy)propyl]guanidine,5646,10592235,Berman HM (2000)
s-p-nitrobenzyloxycarbonylglutathione,2739,17016423|17139284,Imming P (2006)|Overington JP (2006)
3-(2-benzothiazolylthio)-1-propanesulfonic acid,7167,10592235,Berman HM (2000)
2-(beta-d-glucopyranosyl)-5-methyl-1 -2 -3-benzimidazole,5837,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
[2(formyl-hydroxy-amino)-ethyl]-phosphonic acid,7167,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
4-iodobenzo[b]thiophene-2-carboxamidine,5644|5328|2147,10592235,Berman HM (2000)
8-(2 -5-dimethoxy-benzyl)-2-fluoro-9-pent-9h-purin-6-ylamine,3320,10592235,Berman HM (2000)
n-omega-hydroxy-l-arginine,383|4842|4843|4846,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
flavin adenine dinucleotide,56605|4128|34|1738|27034|35|51706|2232|1728|7296|1610|2671|3712|259307|4835|1806|2936|9131|5447|7498|2639|51|1727|4842,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
phenylalanylmethane,1215,10592235,Berman HM (2000)
2' -3'-dideoxythymidine-5'-monophosphate,1841,17016423|17139284,Imming P (2006)|Overington JP (2006)
b-2-octylglucoside,7053|6010,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
3h-pyrazolo[4 -3-d]pyrimidin-7-ol,3251,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
{[7-(difluoro-phosphono-methyl)-naphthalen-2-yl]-difluoro-methyl}-phosphonic acid,5770,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
1-(2-deoxy-2-fluoro-3-o-phosphono-beta-l-ribofuranosyl)pyrimidine-2 -4(1h -3h)-dione,6035,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
d-myo-inositol-1 -4-bisphosphate,3633,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
cra_8696,5644|5328|2147,10592235,Berman HM (2000)
(s)-hmg-coa,3156,17016423|17139284,Imming P (2006)|Overington JP (2006)
cra_10433,5644,10592235,Berman HM (2000)
1-proponol,4069,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
3 -5-dichloro-4-[(4-hydroxy-3-isopropylphenoxy)phenylacetic acid,7068|7067,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
sinapoyl coenzyme a,118881,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2-[4-(4-hydroxy-3-isopropyl-phenoxy)-3 -5-dimethyl-phenyl]-2h-[1 -2 -4]triazine-3 -5-dione,7068,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
alpha-fluoro-carboxymethyldethia coenzyme a complex,1431,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
1-(4-aminophenyl)-3 -5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester,5144,10592235,Berman HM (2000)
u-pi-a-pi,6035,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
6-(hydroxyethyldithio)-8-(aminomethylthio)octanoic acid,2653,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
cu-cyclam,4069,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
3-oxiran-2ylalanine,4143,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
3r-hydroxydecanoyl-coa,3295,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
stearic acid,26279,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
beta-l-methyl-fucose,4153,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
phosphoric acid mono-[3-fluoro-5-(5-methyl-2 -4-dioxo-3 -4-dihydro-2h-pyrimidin-1-yl)-tetrahyro-furan-2-ylmethyl] ester,1841,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
d-cysteine,1357,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2-[5-methanesulfonylamino-2-(4-aminophenyl)-6-oxo-1 -6-dihydro-1-pyrimidinyl]-n-(3 -3 -3-trifluoro-1-isopropyl-2-oxopropyl)acetamide,1990,10592235,Berman HM (2000)
sphingosine,51228|5817,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
duvoglustat,11253,10592235,Berman HM (2000)
2-(biphenyl-4-sulfonyl)-1 -2 -3 -4-tetrahydro-isoquinoline-3-carboxylic acid,4317,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
bis(5-amidino-2-benzimidazolyl)methane ketone,5644,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
vinylglycine,259307|84680,10592235|16667107,Berman HM (2000)|Satoh S (1989)
(1'r -2's)-9-(2-hydroxy-3'-keto-cyclopenten-1-yl)adenine,191,17016423|17139284,Imming P (2006)|Overington JP (2006)
dpi59,6714,10592235,Berman HM (2000)
n-acetyl-n'-beta-d-glucopyranosyl urea,5837,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
fr233623,100,10592235,Berman HM (2000)
al7099a,760,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2'-deoxyadenosine 5'-triphosphate,5423,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
diphthamide,1938,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
d-tryptophan,1610,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
trifluoroethanol,3265|126,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
nicotinamide mononucleotide,349565|683|64802,17016423|17139284,Imming P (2006)|Overington JP (2006)
phosphoric acid mono-[3-amino-5-(5-methyl-2 -4-dioxo-3 -4-dihydro-2h-pyrimidin-1-yl)-tetrahydro-furan-2-ylmethyl] ester,1841,17016423|17139284,Imming P (2006)|Overington JP (2006)
(s)-2-amino-3-(1 -3 -5 -7-pentahydro-2 -4-dioxo-cyclopenta[e]pyrimidin-1-yl) proionic acid,2891,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
4-fluorobenzylamine,5644,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
s-4-nitrobutyryl-coa,2639,17016423|17139284,Imming P (2006)|Overington JP (2006)
riboflavin monophosphate,8986|1723|51179|55312|55163|60490|6446|54363|1806|5447|645|4842,10592235|17016423|17139284,Berman HM (2000)|Imming P (2006)|Overington JP (2006)
2-(beta-d-glucopyranosyl)-5-methyl-1 -3 -4-benzothiazole,5837,10592235,Berman HM (2000)
rwj-51084,5644,10592235,Berman HM (2000)
(2s)-pyrrolidin-2-ylmethylamine,1803,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
(6r)-folinic acid,10841,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
al-6619 - [2h-thieno[3 -2-e]-1 -2-thiazine-6-sulfonamide -2-(3-hydroxyphenyl)-3-(4-morpholinyl)- - 1 -1-dioxide],760,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
1-allyl-3-butyl-8-(n-acetyl-4-aminobenzyl)-xanthine,5105,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
ru82197,6714,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2 -6-difluorobenzenesulfonamide,760,17016423|17139284,Imming P (2006)|Overington JP (2006)
3'-oxo-adenosine,191,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
4-[(10s -14s -18s)-18-(2-amino-2-oxoethyl)-14-(1-naphthylmethyl)-8 -17 -20-trioxo-7 -16 -19-triazaspiro[5.14]icos-11-en-10-yl]benzylphosphonic acid,2885,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
alpha-maltotriose,280,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
dodecyl-alpha-d-maltoside,5916,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,1841,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
beta-l-fucose,43,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
c-(1-azido-alpha-d-glucopyranosyl) formamide,5837,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
5-chloro-1h-indole-2-carboxylic acid{[cyclopentyl-(2-hydroxy-ethyl)-carbamoyl]-methyl}-amide,5836,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
d-2-amino-3-phosphono-propionic acid,5723,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
1-methyl-3-oxo-1 -3-dihydro-benzo[c]isothiazole-5-sulfonic acid amide,760,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
benzylsulfinic acid,6648|3249|1215,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
phenylphosphate,6714,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
n5-iminoethyl-l-ornithine,4846,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
ru78300,6714,10592235,Berman HM (2000)
4-[(6-amino-4-pyrimidinyl)amino]benzenesulfonamide,1017,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
n-cyclohexyltaurine,6820|2020,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
oxidized glutathione disulfide,2936|2946,17016423|17139284,Imming P (2006)|Overington JP (2006)
3-(3 -5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid [4-(thiazol-2-ylsulfamoyl)-phenyl]-amide,5770,17016423|17139284,Imming P (2006)|Overington JP (2006)
fluorotryptophane,7167|2944,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
1 -4-diethylene dioxide,29924|7043|10673,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
heme c,54205,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
(s)-atpa,2891,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
maltose,280,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
deoxycytidylyl-3' -5'-guanosine,6035,15299807|10592235,Listgarten JN (1995)|Berman HM (2000)
dioxothiomolybdenum(vi) ion,7498,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2-pyridinethiol,1508,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
s-(n-hydroxy-n-iodophenylcarbamoyl)glutathione,2739,17016423|17139284,Imming P (2006)|Overington JP (2006)
n-naphthalen-1-ylmethyl-2'-[3 -5-dimethoxybenzamido]-2'-deoxy-adenosine,26330,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
5 -6-cyclic-tetrahydropteridine,4846,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
(4-sulfamoyl-phenyl)-thiocarbamic acid o-(2-thiophen-3-yl-ethyl) ester,760,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
bia,1312,10592235,Berman HM (2000)
1-(2-amidinophenyl)-3-(phenoxyphenyl)urea,5644,10592235,Berman HM (2000)
heptyl-beta-d-glucopyranoside,5467|2280,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
coa-s-acetyl 5-bromotryptamine,15,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
inositol-(1 -3 -4 -5 -6)-pentakisphosphate,9265,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
beta-mercaptoethanol,22955|3956|5265|2739|55163,10592235|17016423|17139284,Berman HM (2000)|Imming P (2006)|Overington JP (2006)
3 -5 -3' -5'-tetrachloro-biphenyl-4 -4'-diol,6783,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
huperzine b,43,17126020|10592235,He XC (2007)|Berman HM (2000)
8-bromo-adenosine-5'-monophosphate,3094|5142,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
sri-9439,1719,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2-(beta-d-glucopyranosyl)-5-methyl-1 -3 -4-oxadiazole,5837,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
m-(n -n -n-trimethylammonio)-2 -2 -2-trifluoro-1 -1-dihydroxyethylbenzene,43,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
4-[3-hydroxyanilino]-6 -7-dimethoxyquinazoline,1017,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
pf-00356231,4321,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
5-methyl-5-(4-phenoxy-phenyl)-pyrimidine-2 -4 -6-trione,4314,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
fr239087,100,10592235,Berman HM (2000)
3-mercapto-1-(1 -3 -4 -9-tetrahydro-b-carbolin-2-yl)-propan-1-one,3558,10592235,Berman HM (2000)
zk-806711,5644,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
3 -5-diiodotyrosine,5644|389434|5566|5569,10592235,Berman HM (2000)
'5'-o-(n-(l-alanyl)-sulfamoyl)adenosine,2058,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
2-carboxyethylphosphonic acid,7167,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
l-tyrosinamide,670|4852,10592235,Berman HM (2000)
hexadecanal,1622|6010,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
s-oxy cysteine,5550|6647,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
5-chloro-1h-indole-2-carboxylic acid [1-(4-fluorobenzyl)-2-(4-hydroxypiperidin-1yl)-2-oxoethyl]amide,5837,10592235,Berman HM (2000)
fica,840,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
4-methylimidazole,4151|763|760,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
alpha-d-xylopyranose,3938,10592235,Berman HM (2000)
n-propyl-tartramic acid,55,17016423|17139284,Imming P (2006)|Overington JP (2006)
(3 -4 -5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yl)-phosphoramidic acid dimethyl ester,5837,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
(3s -6s -9r -10r -11s -12s -13e -15e -18s -21s)-18-{(1e -3e -7s -8s)-9-[(2s -3r -4s -5s -6r -9s -11s)-9-ethyl-4-hydroxy-3 -5 -11-trimethyl-8-oxo-1-oxa-7-azaspiro[5.5]undec-2-yl]-8-hydroxy-1 -7-dimethylnona-1 -3-dienyl}-10 -12-dihydroxy-3-(3-hydroxybenzyl)-6-isopropyl-11-methyl-,5478,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
enalkiren,5972,11752352|1705633,Chen X (2002)|Glassman HN (1990)
(e)-(2r -3r -4s -5r)-3 -4 -5-trihydroxy-2-methoxy-8 -8-dimethyl-non-6-enoic acid ((3s -6r)-6-hydroxy-2-oxo-azepan-3-yl)-amide,10988,17016423|17139284,Imming P (2006)|Overington JP (2006)
uridine-diphosphate-n-acetylglucosamine,2582|6675|2135|4245,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
ethyl isocyanide,4151,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
d-myo-inositol-1 -4 -5-triphosphate,6711|5333|3706|29924|9266|5962|3708,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
cytidine-5'-monophosphate,7371|51727,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
1-[n[(phenylmethoxy)carbonyl]-l-leucyl-4-[[n/n-[(phenylmethoxy)carbonyl]-/nl-leucyl]amino]-3-pyrrolidinone/n,1513,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
gamma-glutamylcysteine,2937,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
deoxyuridine-5'-diphosphate,1854,17016423|17139284,Imming P (2006)|Overington JP (2006)
5-thio-a/b-d-mannopyranosylamine,4124,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
3-thiaoctanoyl-coenzyme a,34,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
1-(4-tert-butylcarbamoyl-piperazine-1-carbonyl)-3-(3-guanidino-propyl)-4-oxo-azetidine-2-carboxylic acid,5644,17016423|17139284|10592235,Imming P (2006)|Overington JP (2006)|Berman HM (2000)
