drugName,entrezGeneIds,pubmedId
streptozotocin,4650|5734|116|1509|54|6750|6285|3082|3767|5562|4313|2026|7350|6518|7069|7040|4496|3265|3240|3931|1565|958|596|4914|6517|9420|1027|6799|10268|85569,2523196|16954344|9864055|3282952|14640894|7664670|14583344|12403787|11798815|15616011|9394952|2146046|8471028|9756334|2177838|17968528|9176863|8171758|16713232|18436977|6305526|15016184|11937525|16741044|10837808|10098523|9421368|8435090|11978652|7600911|14717924|15111492
chembl289351,10376|84617|347733|203068|347688|7846|10383|7277|84790|81027|7280|113457|10381|112714,
indigo,10919|4780|328,
benzimidazole derivative 3,7299,
azetidine derivative 3,1268,
mem-3454,1139,
gedunin,6311|51053|3320|3326|387129|10728,25756299|21129982
dantrolene,6262|4137|1544|1565|6261|1576|1557|1559,22931300
pmid25482888-compound-70,1803,
chembl1237082,1136|1143,
nsc-92207,839|23435|2597|79915|123228|29994|10919|4137|9682|26013|216,
triflupromazine,1813|1129|1128|3357|1812|1565|1544|7157,
dasabuvir / ombitasvir / paritaprevir / ritonavir,282617,
azakenpaullone,3932|1859|2534|5292|1457|1017|2932|25|2324|2931,
carminic acid,9682|4323|328|7486|26013|2237|51426|6311,
chembl2103864,3579|3577,
m-carboxycinnamic acid bishydroxamide,3065,
chembl3545272,154|1131,
chembl3545193,695,
chembl3545092,2100|367,
tcmdc-124544,2548|154|29994|5594|4137|10919,
bgg-492,2891|2890|2892|2893,
nu6027,7157,21730979
chiniofon,7421|2648,
meperidine,1577|4986|150|1555,18695978|17638512|11470993
nsc-145669,51053|3417|4088,
quinoline derivative 9,2912,
oxatomide,3757|3269|1576|3091|8912|1565,
betulinic acid,2932|2735|10055|10054|290,19716700|18842418|9810272
nsc-645827,29127|4286|3417|2139|2237,
nafamostat,7032|216|7124,
pegloticase,2539,26906307|25224415
alpha-methyl-p-tyrosine,3558|3439|7350|6531|627,15456539|7685917|10516126|10741383|16390493
nsc-9037,10951|5965|29994|5347|641|4137|7201|7068|9682|26013|5423|7251|2237|51426|328|10919|390245,
abaperidone,1813|3356,
fexofenadine,3269|5243|11309,11503014|21280267
mga012,5133,
ym-934,796,
g-207 virus construct,322,
triciferol,7421,20452225
isoindoline derivative 1,10280|3757|27346,
chembl392149,134,
uo126,7015,28215740
pmid26560530-compound-46,7052,
alteplase,5340|2243,
motesanib,2321|5159|5979|2324|3815|5156|3791|7525,20124951|21422803|20633291
l-655240,3028|1557|3091|1544|1559,
hepatitis b vaccine,3240|3559,8256500|11135687
masilukast,10800,
dab,7157|4609,8185829|6712668
chembl113461,90134|26251|3742|3755|170850|3737|3736|131096|3748|3790|3747|3743|3738|9312|3745|3786|3787|3751|81033|23416|169522|3744|3752|27012|3756|23415|3739|3784|3741|2078|27133|3788|9132|3746|3750|3754|3749|3785|56479,
scarlet red,10919,
chembl3707397,7442,
nsd-788,2567|6532|6530,
pmid25726713-compound-39,6608,
pmid27774822-compound-figure11example5,3718|3717|7297|3716,
jnj 38877605,4233,23729478
cephalostatin,56616,14695204
givosiran,1371|3145|5498,
tae226,27436|673|1956|3845|4233,26090892
pyrrolo-pyridinone derivative 4,5979,
umeclidinium,1133|1565,
carmoterol,154,
ampicidin analog 1,3064,
pmid28270021-compound-wo2013009582example76,4914,
chembl574737,5580|5588|5590|5581|23683|1111|1021|5584|5582|5578|1019|5587|5579|1017|5583|5163,
p2b-001,4129|1813|1814,
chembl1800955,4625|4624|58498|57644|4634|23209|4633,
beraprost,5739,
gemfibrozil,10599|3949|4023|627|3952|3725|3569|5465|1636|1559,16316932|9409246|17823123|10083765|15114521|16680159|8941582|21889235|12123487
pyroxamine maleate,2740,
herceptin,5294|2064|3316,12124352|17216002|15581051|16048908
chembl2218896,1268,
gnf-pf-2357,2237|9682|6311|10919|4137|390245|3064|5423,
arry-382,1436,
entrictinib,238,26933125|26633560
azaserine,7432|367|54498|9682|4922,8603469|7899459|1993548
indoline derivative 3,9451,
igf-1r antibody,7157|1956,27196767
ro5212054,673,
grepafloxacin,3757,15718164|16253929|14999113
cotinine,1143|9|7365|1137|1548|1138|5685|4988|1555|1136,23223006|18004205
pmid26815044-compound-52,7299,
csl-654,2158,22859609
antidepressant,2641|154|2668|627|2911|2550|7038|15|5617|4129|2796|348|3553,10889291|7901780|11071708|16740621|10817534|1656988|8895943|15994025|14751427|6430257|8457865|14512205|11752890
gsk369796,1576,19222165
chembl1766582,1432,
methoctramine hydrochloride,641|54737|387129,
harmine hydrochloride,8438|3576|10919|79915|4780,
pl37,4311|290,
transtorine,3028|10919|10951,
blu-285,5156|3815,
chembl1200612,6336|6331,
pyrazole derivative 81,11343|57406|2166,
bromovinyl deoxyuridine,5422,
mustard,2936|4842|7515|4512|7252|4313,15102853|8917686|8765433|15451306|8299707|16489579
rhucin,710|8654,
quercetagetin,4791|4790|5970,25190466
azetidinyl-piperidine derivative 1,11343,
thiocolchicoside,2743|2566|2561|2741|2554,
d-dopa,861|641|54737|7068|328|4137|390245|5429|5965|10919|865|11201|5423,
bms-754807,3643|558|207|4914|2120|3480|5728|3845|1956|4915|9212|4486|4233,19778024|21148487|26561558|26725216
hirudin,2147,
chembl260933,136,
gw459057a,4067|6714,16890436
pmid27551786-compound-ii,4306,
colforsin,59350|367|122042|190|2740|51564|196,19966789
chembl506871,10039|142|10038,
oxycodone,7364|4988|9970|1312|5243|4986|4985|1577|79651,29502154|25239082|31773688|21209234|23439660|28006928|23686330|21398039|23302985|26902643|29474345|23773341|25155931|25185591|19514130|28745577|27027462|27472837|18695978|21622719
benzamide derivative 9,27346|10280,
sjcar19,930,
fiduxosin hydrochloride,2740|54737|10919|4088|52|367,
oleic acid,5465|2648|5347|7398|51053|3028|3757|9682,
pmid27376512-compound-cros,1786,
tcmdc-124425,23435,
zileuton,240|1576|9692|1557|4321|1565|4313|1559,22931300|25963335|24074025|11454666|24697244|19492852|25686392
pmid27841045-compound-130,7498,
desoximetasone,367|4780|301|3091|2908,
thiadiazolyl carboxamide derivative 1,4914,
palmitic acid,2099,
afamelanotide,4157,
ad5-trail,8743,
demeclocycline hydrochloride,51426|10919|5423|9682|29994,
ly-294002,1544|5290|2475|207|1565|1024|4790|10951|4780,17562705|22212721|16767085
lak,3265|4023|1511|4893|3574|4072|3689|3600|3558,3489774|8895065|2007574|12885363|10431685|7947458|8095153|10520177|8128185|7651927|2469657|3294581|8917631|1968054|1362916|9376592|1698527
nsc-22225,11201|51426,
tcmdc-125140,10919|3757|3417,
pmid28766366-compound-scheme18,1859,
xl281,5894|673|369,
galnobax,153,
nhs-il 12,3593,
gw780056x,7525,
chembl2109406,2065,
rubitecan,7150|367,
n-[6-(4-chlorophenyl)-7-(2 -4-dichlorophenyl)-2 -2-dimethyl-3 -4-dihydro-2h-pyrano[2 -3-b]pyridine-4-yl]-4 -4 -4-trifluoro-3-hydroxybutanamide (diastereomeric mix),1269|1268,20423086
chembl3360203,8503|5290|23533|5294|5296|5295|5293|5291,
catechin,216|246|390245|328|5965|7421|51426|4137,
ku-0063794,675|672,26546619
mf-101,2100,
chembl1695,6529,
nsc-158389,3417|200316|60489|51053,
chembl1722209,1129|1131,
mer-5101,351,
piribedil,1565|1557|1576|1544,
cortisol,2516|5328|4880|183|7040|51083|3553|4312|338|182|5091|653509|2158|4851|5243|5788|3291|1667,16002533|2115769|7716064|15576665|7895901|17982695|2162889|7592884|1597147|11948681|942746|9575874|1945565|16873536|10731548|12788832|15134813|8353023
verubecestat,23621,
chembl482968,3815|3791|6790|2261|1436|9212|2322,
gw795493x,7525,
prostaglandin e1,7066|2149|959|2|1906|7056,7492761|7822278|14561849|6202298|8213257|7684300
pmid25514969-compound-11,10858,
quinoline derivative 10,5027,
chembl1200978,7296,
ly-2428757,2740,20148188
gnf-pf-4371,2671,
pmid25991433-compound-o1,5599,
imidocarb dipropionate,5429|7334|7849,
l6,4654|6517,17478558|15764607
mexiletine,6331|1565|6863,9806111|7686682
sj000202381,4864|2740|134864|9367,
naphthylamine,3028,
chembl1852688,2263|2261|2264|2260,
desoxypeganine,43|4128,
flunitrazepam,2555|2559|2558|1557|1576|2556|2557|706,
chembl1276138,2893|2892|2891|2890,
volasertib,999|3845|5347|5371,26597303
thiazole carboxamide derivative 9,5163,
e-4031,1557|1565,
chembl3545335,2321|3791|2324,
pmid28766366-compound-scheme9eht1610,9149|1859,
gt 389-255,8513|2194|5406,
kmn-21,4988|4986,19892550
nanaomycin,3320|7486|7849|7398|29127|9682|6311|3417|11201|4780|5429|7421|5347,
naloxone benzoylhydrazone,10919|3757,
bardoxolone methyl,6774|207|367|4780,25675144|26278028
norgestrel,3309|367|5241|2099|4780|6462,573191
chembl296468,1022|1017|1025,
azetidine-2 -4-dicarboxylic acid,1544|10919|1557,
gw806742x,7525,
cimicoxib,5743,
riociguat,2974|2977|2983|3000|2982,
alfimeprase,2266|2243|2244,
vm-202,3082,
bleomycin a5,5602,14675139
b-cell lymphoma vaccine,1438,
chembl1201619,354|5340,
chembl3545179,4915|4916|4914,
pt2399,7157|7428,27595393
linomide,5967,9564847
methylergonovine,216|5965|10919|7421|1812|5999,
amikacin,567|6606|1437|4549|3458,7672871|15790598|7540696|8158029|18830133|16875663|9164619|19682603|16631122|21495045|16458854|12031626|16375862|9831149|17637808|22475488|11857751|27397648|9779807|7689389|20111055|9111378|27427311|17698030|11313749|20416460|16168391|24703164|9950117|21504270|11174059|8285309|18790089|15917167|20353758|16955413|16380089|14699607|17999439|14755216|17341440|19376484|15708009|25515069|15555598|11079536|17434445|8913387
minaprine,1813|3357|6532|1812|3358|3356,
pmid27828716-compound-17,2931,
chembl421,240|5742|5743,
evolocumab,3949,
chembl2104986,3356|170572|3359|285242|3064|6531|3358|9177|148|9|200909,
roquinimex,1437,9811314
pmid29334795-compound-62,1813|11255,
mem 1414,5142|5141,
lhrh,2064|2099,
chembl2103815,1136|1143,
imidazo[4 -5-c]pyridine derivative 1,2185|7297|3718|3716,
tretinoin,6257|6256|2322|5371|1577|5916|6258|10919|4869|7398|54880|3091|4780|5914|2648|1559|7421|5918,24981688|19965647|21505136|8674046|21613260|23670176|11704842|30289902|18695978|21719597|25790901|25838141|18511283|22931300|27626069
dequalinium,1260|1259|3780|2475|3782|2237|3028|3781|5999|3091|1565|1576,
debio-9902 sr,43,
gnf-pf-3445,10919,
gr-127935,3757|10951|1812|10919|2475|7157|4088|8438|5893|7066|51053|9682|6311|54737|5594|29994|1559|1557|3417|79915,
furopyridine derivative 1,1268,
cancer vaccines,2315|4072,10092815|16619291
bmn673,672|675|10038|545|142|472,
chembl2146133,495|496,
sar164653,5476,
chembl2107735,2890|2891|2892|2893,
iloperidone,3350|1813|1812|3363|10718|3356|3269|152|3362|1565|375298|80224|148|1814|56853,18521091|23277250
sb-630812,7525,
pyrimidine derivative 14,3791,
salbutamol,154|169044|9575|1843|1395,23508266|23126384|29053759|15500895|19800676|24279851|18156033|20673984
chrysophanol,216|5965|4780|328|7421,
mgd006,3563,
methantheline,1128|1565|1133,
oxethazaine,1576|1565|3091,
geraniin,4087,26169124
ac-55541,2150,18720984
chembl1201486,6334|6331|6329|11280|6335|6336|6328|6323|6326|6332,
tetraphenyl-urea,4088,
salsalate,5742|5743,
pmid25726713-compound-60,6608,
lornoxicam,1559|11201,15764711|16342679|16182270
atamestane,1588,
cycliramine maleate,4221|4297,
valsartan,185|10599,16678545
vindesine,1576|81027|203068|5243,9187528|25637052
chembl1200521,3355|3351|3352,
cefotetan,60489|11201|9682|29994|200315|10919|51426|5429|26013,
nomegestrol acetate,2099,
chembl2105743,154,
salubrinal,10919,
levamisole,7052|249,17669706
stx-140,412|760,
cdna vaccine,1437,
xanthone,1576|3028,
desloratadine,3269|5467|1576|2205,31406237|9187528|25412950
molindone,1813|1812|10919,
clofarabine,6240|367|5422|322|2322,
mkc-1106-mt,2315|7299,
pmid26004420-compound-wo2014126944b,3758,
osajin,216|4137|6311|10919|4088,
ecabet,5225|643834,
nsc-3323,26013|5594|9682|10919|10951|29994,
np-506,207,19110422
alglucosidase alfa,4074,
norethisterone,5617|5858|4922|5241,580200|7199610|11495683
hts-05058,4780|2185|1020|8851,
benzo[d]oxazol-2(3h)-one derivative 2,11255|1813,
estradiol enanthate,367,
pyridine derivative 16,2915,
apd-209,154,23976842
lerdelimumab,7042,
barasertib,3815|5979|5159|6790|2534|3932|3791|9212|5156,20684549
pf-06700841,3716|7297,
tofimilast,5141|5142|5144,
parathyroid hormones and analogues,846,
nimetazepam,367,
chembl1706,148|152|151|150|147,
hippuristanol,1973,16532013
bufogenin,367|51053|4088|4780,
prx-3140,3360|3359,
us10149841 - compound 19,54583,
pmid28092474-compound-32z,10013|3065,
ustekinumab,64146|3592|51561|7128|3593|3553|3107|7100|84871|114609,27564082|23521149|28696418|27977334
rg-7234,3291,
ly2780301,5290|5728|10000|6198,28750271|25902900
tiotropium,1131|154|1565|1129|1128,19183167
elafin,1991|5657,
pd-404182,54737|10919|4137|4790|1559|5315|3248|216|3028|247,
chembl2096643,1815|1813|3356|1814,
pmid28350212-compound-35,51107,
chembl506981,4923,
chembl431651,1910|1909,
ethinylestradiol,60|343,17288598|18683753
beta-lapachone,7150|1544|5965|5429|390245|7157|10919|7066|7398|7421|581|1017|1565|308|1576|11201|7124|641|4790|4154|6311|1559|4137|5999|1557|4088,15753997|12689523|11474117|10075082
bms-201038,4547,
papaverine hydrochloride,839|367|4780|7398|1576|3248,
crlx101,7150,
us10100051 - compound 1,54583,
chembl568,2556|2554|2562|2566|2560|2557|2565|2559|2568|2563|2555|55879|2567|2558|2561|2564,
gw819077x,7525,
cb-839,7428|2744,28346230
tannin pyrogallol,4780,
n-acetylcolchinol,7849|4088|3417,
thymidine,4363|6513|9154|1111|9153,9379682|1868466|10353719|16280359|11602688
chembl2107911,7124,
liproca depot,367,
chembl1200893,154,
chembl3545006,5293|5290|5296|8503|5294|23533|2475|5295|5291,
nalbuphine,4986|4988|4985|1544|1576|1565,22204910|22931300
chembl1201765,1129|1131,
cefoxitin sodium,9682|5423|29994|390245|2744,
cyclic compound 3,5133,
degarelix,114814|2798,
hgf,4654|5290|6517|3481|6590|1555|1869|5868|1017,9551084|16616440|18362143|9348194|10970828|9454825|11821989|12064460|16423831|11909963
brinzolamide,760|762,
ccx025,10803,
heat shock protein vaccine,7190,
ac-yvad-cmk,834,
phenformin hydrochloride,367|5465|6097|4780,
vortioxetine,6532|3359|3363|1565|3351|3350,
dextrothyroxine sodium,7068|7067,
rupatadine,5724|3269,
n-(3 -4-dimethoxyphenethyl)benzenesulfonamide,3064,
benzamil,3028|1565|1812|2548|7066|3091,
chembl2108313,7423|7422|7424|5228,
ribociclib succinate,1019|1021,
chembl3545412,5465,
pmid27774824-compound-figure12example10,695|3718,
chembl1509,5241|4306,
chembl3545265,3551,
taxotere,1649,10470115
maleimides derivative 3,2931,
hesperetin,3091|1557|8694|1559|1576|10062|5468|1544|7048,22429094|23153811
pyridine-2-carbothioic acid phenylamide,29994|1235|4864|9682|387129|9367|672|4088,
quinoline derivative 4,2912,
bronopol,10919|7421|4780,
estrogens,2153|6817,11532625|16113779|12067913|12869355|16301339|9459317|10073976|15467059|11859850|10943572|12069454|12138364|14551147|7968118|11703344|11062153|11906176|12034366|9068609
nsc-319994,79915|472|4780,
isothiazolone derivative 1,246,
enobosarm,367,21506597
taurolithocholic acid,151306,25162837|25247751
makaluvamine c tfa salt,7153,8691207
gsk-1000163a,7525,
indazole derivative 6,2931,
seocalcitol,7421,
trifluridine,2064|7157|2030,25700705|28992563
bicalutamide,581|8085|367|1555|10468|8837|999|354,11845989|20381361|23017882|21050768|22175694|9622849|14761877|22623731|10075669|12517791|26000489|29211833
chembl1201167,155|147|148|153|154,
pmid27019002-compound-17,1776,
lumiliximab,2208,
chembl1200916,1814|3356|1813|3358|1815,
pirarubicin,2237|51426|4363|3064|7398|4297|2744,12897808
bas-8770951,5292,19179076
canertinib,2064|660|7525|1956|2475,16843263|18667312|18408761|23930994
gw829055x,7525,
methyltestosterone,367|2908|4842|2099|6097,15934456
gnf-pf-992,6607|123228|6606|9367|4864|57337|5423|26054|52,
spiperone,1565|367|4780|1812|1557|3091,
immunomodulators,7498|6362|4880|6366|4907|2353,8046245|12161279|7769089|14610196|1557611|1517537
prs-211375,1269,
arformoterol,1565|54658|154,
thioinosine,10919|4088|9682|79915|3043|4780,
polatuzumab vedotin,974,
chembl18901,3043|3040,
toremifene,2099|7040|941|1545|2100|1576|5241,12476040|10632979|8262671|9871429|9187528|2147123
isoeugenitol,4137|1576,
chembl450,2562|2565|2561|2566|2554|2557|2564|2563|2567|2559|2555|55879|2556|2558|2568|2560,
atlcar.cd30 cells,943,
chembl1200791,150|152|151|147|148,
tetramethrin,367,
pmid28394193-compound-17,2146,
azt,5617|55556|5243|3586,9500147|15980332|15456083|10433557
pmid25684022-compound-us20130053382 38(5-7),5163,
felypressin,552,
mesotrione,6256|4780,
idebenone,7421|29994|5467|367,
gnf-pf-4353,52|58190,
benzodihydroisofuran derivative 2,5547,
chembl1200764,1131,
ro-4905417,6404,
flavone,79915|4780|196|3248,
triazolo-pyridine derivative 6,10846|5138,
exisulind,10951|1544|8654,
chembl2107339,3358|3269|150|152|3356|151,
benzothiazepine analog 9,706,
moricizine,6331|1576,
chembl19,762|760|759|766,
chembl969,2558|2567|2561|2554|2555|2556|2560|2562|55879|2568|2557|2559|2566|2565|2564|2563,
chembl1200876,3777|51305,
gnf-pf-3909,29994,
salvianolic acid b,4846,24827774
idarubicin hydrochloride,51426|11069|10411|367|2078|7398|7486|5347|6311|5467|11201|5429|3417,
muromonab,915|916|917|919,
us8933095 - 16,51166,
chembl448,2557|2554|2558|2563|2566|2559|2556|2564|2561|2568|55879|2567|2562|2555|2565|2560,
dndi1416988,9367|6607|4864|7157|6606,
nsc-753574,5595|5594,22982122
tetradecylthioacetic acid,5468|7398|5300|54737|10951|2648|5465|5467,20036122
vincristine sulfate,190|51053|3091,
chembl435224,2222,
rmg-40083,1139,
eliprodil,2904|1576|2902|3757,
las-100977,154,
lignan,338|4609,15671223|12085264
cisapride,3359|3360|5539|1576|3757,8808434|1555639|7952869|12519861|7557734|8321323|9187528|19260734
luspaterceptâaamt,3043,
instiladrin,3440,
dihydropyrido pyrazinone compound 3,5347,
bay 1082439,5291,
nu-6027,2475|79915,
bococizumab,255738,
histone deacetylase inhibitor,4609|3576|5979|6447|324|5243|1028|4170|3164,15474507|12010777|12123817|14709802|15087381|16223781|10667572|17308065|12939274
nc043,324,21321609
rs-39604,1576|1565|7157,
imidazo[5 -1-c][1 -2 -4]benzotriazine derivative 1,5138|10846,
e-3810,2324|3791|2321|2261|2263|2260|5159|5156,
nicardipine hydrochloride,3757|10919|54737|1576|367,
pmid29671355-compound-31,10014|55869|3066|51564|8841|9734|10013|3065|9759,
oxytetracycline,9682|7486|10919|2744|7068|51426|5965|328|5429|6647|29994|5347|2648|3091|10951|5423|2237|4137,
acrylamide,2099,
chembl1200665,4988,
ans-6637,217,
sb-742865,7525,
gw301888x,7525,
bi-853520,5747,
pmid25553724-compound-us2011806744710,4791,
chembl1356607,152|155|148|150|154|153|147|151,
carbofenotion,51426,
chembl2103803,1131|1132|1129|1128|1133,
chembl3545081,5605|5604,
f-16-131i,3371,
emtricitabine,8714|4363|1244,17172311
testosterone propionate,796|7253|2908|2099|367|3931|23435,16447649|3766045
chembl2107821,6121,
chembl266510,3785|56479|3778|9132|3786,
bym338,92,
anti-egfr car t,1956,
potassium dichromate,5965|6097|2908|7157|328,
bisphosphonates,2224|10257|221322|2247|2597|5594|80034|6425|3553|7421|51320|250|343450|27303|5328|8854,18687167|24311107|21151198|12005179|9824986|8518293|15590626|16257277|10692979|12608943|18443790|19020788|15739035|12162507|8730126|11984068
chembl1215661,3356,
cetylpyridinium chloride,7398|367|835,18366176
pd-173074,6311|3417|7525,
ethoxzolamide,760|759|361|771,18572411|23159038
herbimycin,3320|920,23947794|1833207
itriglumide,887,17584143
pyrazole derivative 19,1268,
ketamine,2902|116443|1555|2903,20361801|25702819|17638512|11470993
benzaldehyde,216,
dyclonine hydrochloride,10919|7421|7068|367|216|51053,
benzonatate,6331,
ly404039,2913,
carvedilol,1565|153|2697|154|7498|581|5243|3952|29994|4842|390245|148|1544|2936|54658|1812,16448880|15864115|20643254|15861037|16815314|20352314|12709726|12921807|15735607|18075464|12844134|22617224|17496726|14534524|21311897|14502278|27643874|20235788|21599570|12835612|15853634|16759520|12973927|14966787|16580580|9280405|18498919|16849011
pmid30185082-compound-57,27346|10280,
cddp,5617|4255|995|4363|7012|3074|7161,2953096|16043385|9743457|11372415|10769656|2089371|11689148
