drugName,entrezGeneIds,pubmedId
linifanib,9212|238|5156|818|8444|147746|57551|55872|640|2011|3654|2324|816|6198|5601|4067|84446|4233|817|4916|6093|1436|2872|7010|1432|2322|1024|8536|5159|8986|4058|558|1263|9833|6714|3643|1453|2241|7525|6732|6725|3791|5603|50488|5979|11183|3815|5605|4915|57396|5871|51135|2321|1455|10733|51776|2242|9475|5592|2261|4486|9252|1969|9748|5747|2444|28996|1457|53944,
tpi-1020,2908,
scoulerine,60489|7398|11201|317|3417|2740,
antipsychotics,1636|3953|1607|91752|1185|497258|2899|3339|3356|6571|4524|3952|2913|9378|3350|627|3753|3084|5999|255239|4160|3358|1544|5243|51141|108|1813|2567|1312|5997|3553|6532|4988,12729939|21510767|31447353|21892778|17976958|27272046|21808285|17688403|19873684|23799528|26880915|25096017|25209194|22120873|16633140|25560300|20714340|23859574|18180754|18855532|18926547|18086475|18579277|26872113|17767146|23851570|23920449|23277235|24885933|22310352|22967772|25152019|19142101|17702092|21121776|19193342|17632216|19997080|20680028|20504252|15635667|18718676|15666332|27217270|19636338|19434072|17016522|17611010|19593168|15505641|22909202|20877301|18195716|20373477|15694263|28673279|21749219|11505224|17105675|20664489|9209827|9858029|15830237|16513877|20194480|9918131|12815736|16702905|11150892|12372660|11990384|15465976|14610521|9535125|22391769|25048416|15115916|14520117|11525417|15522252|18347610|20031235
chembl1200447,154|153|155,
linsitinib,5290|3480|1956|5728|3643|3845|3481,27196766|26561558|26725216|25670080
green tea extract,6517|4842|1544,17616136|15820752|15807986
haloprogin,367|51053|7421|2648,
pmid30124346-compound-34table4,3362|3356|3363|1813|3350,
iti-007,1813|3356|6532|84152,
pmid29671355-compound-62,9759|10014|55869|51564|3065|9734|79885|8841|83933|10013|3066,
maytansine,10383|10381|112714|203068|7280|347733|81027|7846|7277|10382|10376|113457|7278|84790|84617|347688,563462
ro-410960,1559|410|2859|390245|3091|216|5965|3248|2671|1576|2237,
tcmdc-123828,3320|29994,
pmid27215781-compound-25,1269,
ta-2005,154,
bay80-6946,5287|5286|146850|8503|5290|5728|5296|5295|5293|23533|5288|5291|30849|5294|5289,
chembl1201754,6323|11280|6336|6331|6335|6328|6329|6334|6332|6326,
recombinant human iduronate-2-sulfatase,3423,
chembl2109584,3371,
chrysin,2908|4780|1544|367|1557|1545|6606|1576|3091|6607|1536|7299|216|196,19592245|23600958|23786520
chembl3833393,2158|2159,
tyrphostin ag 879,54737|3757|247|1544|3028|10919|2064|7253|1557|5999|1559|216|3091|7066|10951|51053|7421|1576,15526167
carbamide derivative 17,7422,
nsc-8186,60489|10919|29127|29994|7421|5347|9682,
sb-408124,1576|1559|1557|1544|4137|7421,
nvp-bez242,5293,
biphenyl derivative 2,3620,
imidazo bicyclic iminium derivative 4,6608,
zearalenone,3326|2099|1576|2908|2185|216|367|6097|3315|3320|3248|79915|9971,
chembl1201037,4953,
ttc-352,2099,
dndi1318477,3417|4986|29994|4780|387129|9682|3320|60489|4088|26013,
plx8394,673,27834212|24422853
cryptotanshinone,10411|7398|4137|5781|51053|7421|5423|9682|5347|11201|216|4088|29994|5429,23957426
cvx-060,285,
methacholine chloride,8484|1132|1131|4780|1129,
ace-041,2658,
bibx-1382,1956,
gnf-pf-2657,5893|4780|3417|64127|6311|79915|5594|3320|4160|4088|317,
bucelipase alfa,1056,
osi-7904l,7298,
dds,2796,16123131
gnf-pf-3641,3320|10919|23435|6311|9682|5347|4088|29994,
vpi-2690b,3480,
cart-56 cells,4684,
ave-8112,5141|5142|5144,24343458
gnf-pf-5381,29994,
dndi1417973,51053,
chembl1282,51284,
antiinflammatory agents - non-steroids,1621|100048912|1493|1559|183|5743|3356|1312|1813|4988|627|3123|5742|3586,25096645|20538124|28750137|17681167|25876828|19602986|10200020
jnj-10311795,1511|1215,
danthron,10919|3248|4780,
indinavir,1557|1565|1437|1576|5243|7020|54658|6517|1559|1544,22931300|10479132|9187528|10996400|10353933|7565971|17627617|9630669|17058217|10591539|16809730|16170755|11156391|20562211|20335017|19390945|15297419|17728214|16609363|16118329|9784835|19299905|12181419|20504240|15709193|15007088|16456808|16969497|22050734|11916910
antidepressants,1636|7166|54516|5340|818|2892|627|9771|5054|3350|57097|773|4843|3356|2568|1394|1392|2559|7049|1557|26575|2272|26960|3576|1565|2900|4988|5445|29119|5243|2289|151194|1571|153|79611|121278|2784|51083|1385|4842,24444405|19590397|23221997|23733030|16890384|12614997|23394390|22965830|21338649|23619509|19236730|29748862|20016225|18794724|18047755|18484082|18387740|21688171|19800133|16401669|20075642|18253134|11311507|25108775|24422887|23092981|16772608|15258107|8195181|15168101|8148870|15199661|27023676|21412232|11418279|9918137|20531370|1346258|15252821|14716707|18359183|14520122|8867869|15116051|8181196|8941025|17721180|17667959|15115913|12360109|14646691|15205367|11682257|16024198|16361630|17008819|10460069|9585799|16871470|19924111|17671280|18215618|26704739|22641028|18597649|21449676|20709156|19676097|15565110|17467808|20643483|17548750|9574817|12815745|25916525|18496129|23537502|12480166
lucitanib,2260|2249|3791|5290|2248,27126994|25193991
chembl124660,3815|5159|2322,
ioxynil,4780|7157|5465,
chembl43452,51185|8451|1642|9978,
chembl517140,11255,
r-baclofen,2550|9568,
tlc-388,7150,
biphenyl carboxamidopropanoic acid derivative 1,2642,
chembl325041,5701|5717|5719|5689|9861|5682|5710|5708|5707|5687|5694|5700|5692|5698|5696|5702|5718|5699|5693|5695|5705|5691|5714|122706|11047|5688|5690|5686|5706|5709|7979|5713|5685|143471|5684|5704|5683|10213,
pmid25399762-compound-figure3-lycojaponicumin c,4128,
pyrazolo[1 -5-a]pyrimidine derivative 18,4914,
chembl1200814,759|771|762|760,
pmid25684022-compound-wo2008005457,5163,
nsc-209931,3248|1559|1544|1576,
beta-acetyldigoxin,56259,
ras inhibitor,332|5290|5294,16985068|12137763
hydrocotarnine,1544|1565,
aminotriazolopyridine derivative 1,3716|2185|7297|3718|3717,
antibiotics,2678|627|3949|3958|4842|3753|10468,2571317|14736076|9470171|25869013|14730107|15168744
gnf-pf-1872,4864|6606|9367|6607|79915,
eupafolin,9682|79915|390245|7486|5429|328|11201|29994|2671|2237|5423|51426|3309|2548|839|5965,
acetaminophen / tramadol,2539,
cbt-101,4233,
pyrithione zinc,7421|367|216|7157|3064|3248|6097|3028|3757|51053|2099|246|10919|247,
nsc-640584,4835|1728,21074425
pyrimido-indole derivative 1,92737,
n-(3-oxododecanoyl)homoserinelactone,1147|5600|1432|6300|5970|5603,18566250
org-13011,3350,
heteroaryl-substituted urea derivative 1,2166,
chembl14376,1813|3356,
anavex 1007,27346|10280,
tyrphostin 47,3248|1544|328|4790|51426|1557|239|4137|246|5965|3091|216|247|5594|3028|1576,
apomorphine hydrochloride hemihydrate,2237|4170|9682|861|2548|10951|865|79915|10919|4351|5893|4137|3417|11201|60489|51053|6311|5347,
mk-2461,3791|2322|4916|4915|2260|2261|4233|2324|10461|4486|2263|5159,
irigenol,328|7421|246|641|55775|51426|861|390245|865|3248|5965|216|4137,
bps-804,50964,
chembl3545196,6714|2260|1956|5159,
medi-551,930,
cisplatin,9121|675|2068|5728|6790|3312|7157|238|246|6794|2261|4214|207|2778|10919|1317|3084|3248|6582|1649|3569|6240|2950|4036|7329|596|5290|4524|10257|3417|7520|5999|7298|7515|4089|4780|3308|4915|1244|6573|285761|2176|55332|2067|1956|672|3458|540|390245|5894|1312|5893|4613|2052|51455|2729|5328|2730|472|3360|2072|4496|3976|1677|5917|7172|216|8714|1647|8856|4255|4893|545|7052|6714|331|374378|2880|2551|98|3146|79623|5980|355|2099|3845|54737|2175|1576|4193|2539|54474|4609|3028|4191|147700|4595|3980|283106|1111|2074|406991|126|1786|7508|366|4771|2938|1869|79444|5965|5925|4494|2395|290|2260|2922|7422|10849|10848|2064|51727|4548|328|7852|7150|4300|55902|1015|10951|150677|10|6772|92815|581|1571|2648|4137|6597|8661|5243|1728,31666714|19434073|25924824|25082261|15378690|25376608|25567130|25964101|23428903|26086967|27179933|23839309|28652249|18618574|26294215|26373572|31316618|29941343|21636554|22901187|19274060|22725681|22516052|23390248|21902499|28448657|27457817|22223530|25823781|10071988|8554977|21273582|12917817|25010864|23274376|17457342|19859084|21605004|29662106|27995989|20634689|19159907|19307503|9270026|28148839|15944802|3337743|16875718|22753594|11478701|12438277|19786980|22188361|17409936|15254763|25592234|23478653|16243825|12543810|11350408|15940259|11163512|9772291|10810335|9703867|27040853|16982732|8044830|12509969|11605050|15213293|19898482|28445188|23820299|25141953|24642735|23588304|28560854|25551397|24533712|12439032|9660546|9219734|10399958|26517239|14977831|24595080|16079468|25193512|26801247|21642870|10422815|11800022|12519017|12927282|27150640|27489350|22016816|9013707|10779360|8314134|12894503|18667446|9600935|11812076|8678559|29338080|25847936|25072261|27196758|11145600|15610860|18036733|26928270|9427537|8968078|25519148|31611591|21635146|9935158|21430602|26181256|15225672|15017198|28490518|16980606|16807441|17229776|27454289|22026922|21449681|22237007|21458988|21047201|12839662|12396244|11062746|25798586|16849574|23188704|16978399|12520915|12928720|14871998|23536011|17207039|24090479|11595686|14514923|27922681|18347182|25069034|21057378|19362955|23962907|19203783|27498158|21262916|22329723|8205547|23764753|10381631|25410892|15726096|23275151|23934192|21177407|20846399|11008128|15790433|26671993|23127338|25081901|29938344|23746184|21332314|20530282|12370763
chembl2304041,10381|7277|347733|113457|112714|10383|84617|81027|84790|7280|347688|203068|7846|10376,
pimasertib,673|5604|1956|5605|3845|4893|7157|4763|5290,23629727|26228206
dndi1417085,7157|9367|23435|79915|4864,
alisertib,6790|9748|2241|2869|5566|2444|6197|695|6714|3791|6732|415116|9212|1024|25|4609|84446|57396|10188|2260|120892|898|1457|1969|5747|5170|4916|1956|4058|3932|6098|640|2064|2321|4915|7525|2261|5979|2066|10733|4914|3984,
chembl1201692,2492,
dndi1340257,7157,
citalopram hydrobromide,3757,
chembl1025,43,
clofoctol,3417|6311|51053|1576|9099|7157,
n-histidyl-2-aminonaphthalene (betana),1576|6607|6606,
chembl1200843,1812|3357,
foretinib,3791|5727|4233|2324|6098|7525|2321|4486,26779812|25688157|26372962|23213094
chlorocresol,6261,29344738|25086907
air-insulin,3558,
mek-1/mekk-1 inhibitor e6201,90,32142668
jwh-015,1557|7253|1269|1544,
pyridine-2 -4-dicarboxylic acid,9682|23081|390245|55693|29994|54583,24971742|26022078|23234607
acotiamide,43,
chembl1201027,1131|1128,
rx-5902,1655,
gantacurium,1135,
tebufenpyrad,7157|367,
chembl1200487,6557,
l-4-thioproline,54583|55662,21665470
brivaracetam,9900|1559|1557,24717838
pmid29671355-compound-9,10013|3065|8841|3066,
dexamethasone dipropionate,367,
chembl1275,1814|1812|1813|1815|1816,
lanreotide acetate,6752,
hsp70,100507436|9131|3337|328|4842|1728|3297|1634|7490,17911639|12022952|15047721|16533811|15115283|11133992|17150954|11821413|9499401|9822662|9292805|9553041
chembl495727,9212|25|2322|3718|6790|3717,
pf-03814735,6790|9212,
vg-101,2100,22114467
pmid25666693-compound-144,7442,
ast-487,1436|5979|1613|2260|4915|9448|9475|1432|7301|5602|1024|57396|6790|3055|57551|5871|5156|3791|3932|3717|25|4914|1196|5566|5159|3815|10645|4916|2321|120892|2534|9833|4058|6098,
pankomab-gex,4582,
am580,367|4780|7421,
cytarabine hydrochloride,865|390245|861,
m4344,545,
n -n'-diphenyl-p-phenylenediamine,367|247|29994|3028|239|246|9682,
opioids,84059|57192|79651|7718|5243|8850|2166|3689|4985|10287|1621|1565|198437|94025|4987|5139|51083|51347|1813|3356|55057|23155|1312|5173|255239|94026|3683|627|374900|3605|5617|7054|6927|590,31362332|21622719|23803057|25794200|24950410|27061230|28379874|21398039|24034787|19514130|10232386|29210332|25096645|17986163|30031856|25500252|11054774|19373123|24533707|28006928|31745220|23686330|23302985|26902643|29474345|23773341|25155931|25185591|28745577|27027462|19298317|30106258|2875176|32232669|26233334|8961166
us8921389 - 22,54583,
sj000201788,5305|2740|4088|10919,
tgx-221,3717|5290|4352|673|5728,24251790|26137449|26577700|23674493
glyt1 pet radiotracers,6536,21253021
sj000244629,317|11201|7398,
sotrastaurin acetate,2776|5579|5588|5578|2767,24141786
tetrylammonium,6580,21422191
nsc-11437,7486|10919|26013|9682|4137|5594|29994,
isopropanol,1588|1577|1545,6409434
gnf-pf-3350,9682|4137|10919|6311|29994,
drl-17822,1071,
cyprodinil,4780|196|367,
pmid28766366-compound-scheme1wo2011135259,1859,
bms-387032,57396|23683|57551|1859|1025|9149|2931|1022|2932|1024|1020|9833,
almogran,3352,
bgj398,5288|2263|2260|2264|5728|5290|3845|5291|2261|23533|8503|5287|2475|5286|5293|5296|3815|5294|30849|5295|146850|5289,28119489|27338794|27401245|23443805|24122810|26036639|28034880|27870574|24563622|26048680|22837387|26015511|27535980|27053219|25294908|26270481|23002168|25589496|25673643
pi-103,30849|2475|5286|1613|23533|5288|28996|5290|5296|415116|5287|57396|146850|8503|5291|5289|5293|5295|5294,22336586
bms-813160,1234|729230,
ep-51216,2690,
pmid25666693-compound-14,7442,
chembl1184,1131,
arzoxifene,2100|2099,
rauwolfia serpentina,1559|1544|390245|1576|1565,
benziodarone,7398|51053|2648|7421,
chembl967,2559|2558|2562|2564|2561|55879|2563|2557|2568|2554|2567|2560|2556|2565|2566|2555,
nicotine gum,3952,10093001
us8933095 - 14,51166,
mln-9708,5689|5690|5708|5693|5707,
mk2206,3845|10000|673|1956|4893|2146|208|207|3265|4352|3815|2064|5728|5290,26676756|25931518|26725216|22025163|27480147|24265152|26106072|21289267|23748344|27370604|25551293|2013|26104654|2605|27026198|28178345|26187616|26627007|26084990|22932669
hormones,7032|5304|5730|366|672|7020|1593|8692|1551|627|6908|3976|1649|1514|3162|6579|6517|34|6736|538|2516|3988|632|1622|4880|6532|1967|3163|3741|1437|4496|7124|4982|3559|268|3484|6999|6752|64137|2013|290|1869|283120,16359755|7558422|10387044|15647391|9133444|12704799|12597773|7215332|6770999|17131419|7848271|11589623|12082616|16099855|16214137|8779894|8119934|9164869|10512011|10567439|11250933|6543190|7272337|7056842|7813627|9712181|11445246|12660809|7893823|14985830|9299396|1698537|15196976|10424406|10469275|10702390|3090550|12428210|8619542|8567796|60273|8593784|18668433|18400107|1978836|8918469|8785513
tubercidin,4780|3417|6311|4088,
tetraidofluorescein,11201|2648|7068|2237|328|641|5965|51426|7421,
pmid25666693-compound-139,7442,
gentian violet,351|5594|5468|1576|641|7398|5965|6622|4137|6097|3757|367|7421|2099|2629|9099|7068,
chembl1009,1814,
pelitinib,2066|1956|2064,16710023|16364494
chembl1231160,9039|8883,
lycobetaine,7155|7153|7150,23266176
allitridin,3248|216|2648|7421,
pd-117915,134,19751980
sirukumab,3569|3570,
gsk9772,10062|7376,18800767|22873709
afuresertib,10000|5290,24978597
pyrazolones,8792|5335|5321,26398624
tpa,353|1674|4893|6696|627|3553|8061|5617|1464|5340|54|4092|4908|133|3084|2920|7124|5294,6933001|7507197|1394224|12009309|18815270|18563704|8615653|7761434|2482456|18000864|12033920|1436243|15033458|8630334|10848972|11679632|18199827|15020199
gambogic acid,7295|3326|5595|5594|25828|4792|4193|4914|3320,22663155|21486005|17911251|22472167
mitonafide,51053|11201|2078|2237|2740|3417|4780|4088,
chembl3234681,1269,
lamivudine,6582|4830|51727|5130|10257|30833|4312|4363|1633|5243|4831|5741|6580|6581|8714|1555|3952|9429|1244|5230|3106|56994|5833,15309715|12218384|23996099|16171525|17172311|23089673|16091072
zu-0073945,5879|998,19527032
qva-149,154,
gsk-269962a,5584|816|5592|5580|6790|2011|208|83942|9252|5613|28996|9263|5586|2931|8476|2324|4140|10000|5593|9748|5566|2322|10733|5590|10110|147746|2932|9212|5292|415116|8317|2872|6198|6732|57396|3932|6197|207|1613|25865|23683|5582|11183|1017,
elagolix sodium,2798,
chembl1645462,2064|2066|1956,
gracilin j,1956,19601607
platinum compounds,2072|8661|55384|840|9429|7508|283120|723961|79659|200558|7494|11197|3553|6573|4846|51214|4193|6240|147700|3603|7517|3481|81029|2944|7507|7515|153339|57122|3309|10849|1244|2950|10848|80319|5243|8313|100124700|378938|538|1728|2071|2067|6582|540|7518,25069034|22441531|19525887|28791697|26729200|30672383|21118971|23510626|24980784|27498158|29662106|19671875|25545243|18538445|18483375|22134350|21642870|24361227|19434073|22188361|22026922|21449681|23940523|27248474|26803611|19786980|27636246|21057378|24446315|22821704|19362955|16875718|24224851|28796378|28562428|21940774|19203783|17409936|27995989|17401013|20530282|16707601|15213713|24533712|11160862|21479364|10208650|21946896|18511948|18347182|21902499|23962907|21262916|22329723|24852429
fk-409,3000,
radiotherapy,6598|3845|546|5290|2064|6714|983|1588|675|85461|153339|2067|5581|7157|6794|55384|3417|4851|374|2944|7518|4233|1956,23190500|28652249|26853339|26589432|25589492|27196762|25054431|28062704|26116172|24974847|28796378|25026457|21992793|26358474|18026198|21799033|26162687|27615706|26363012|27154916|26846818|24130052
arachidonyl trifluoromethylketone,216|7421,
ctx-1,7157,26883273
chembl1200601,3352|3351,
pf-04518600,7293,
aryl carboxamide derivative 1,6331|6335|6328,
chembl538943,10376|113457|7277|10383|347733|7846|7280|84617|203068|10381|347688|84790|81027|112714,
chembl1200703,2557|2560|2558|2567|2556|2568|2554|2562|55879|2559|2561|2564|2563|2555|2566|2565,
chembl712,2638,
choriogonadotropin alfa,2492|3973,
gnf-pf-2893,7253|5468|123228|10002|836|7398|29994|10951|9612|9682|51053,
chembl134,150|152|151,
dndi1417701,4864|79915|6606|9367|6607,
gossypetin-8-glucoside,1017,18063365
asp2408,941|942,
salicyclic acid,762|771|760|765|759|5742,
anisodine,153|1133,
gnf-pf-4029,4297|5893|3417|8438|4221|6311|5423|51053|29127|2237|7157,
cr-002,5155,
chembl1370561,5141|5144|5139|5140|134|5143|136|5142|135|140,
ac480,2064|2066|1956|2065,21576284
rwj-68023,2862,
tcmdc-123516,10919|5893|8438,
benzodiazepine,4842|887|4843|1571|7498,15136793|10235629|7712133|12106778|9574817|2904285
dndi1417467,4751|5747|3718|9448|29110|57551|1196|2321|6093|1859|57396|2869|1613|1452|9641|5979|695|10298|238|120892|3984|3717|5562|1020|90|4233|5601|4486|5588|2322|4058|6197|5871|9149|7301|1432|5613|1025|23683|5156|10188|1111,
lassbio-123,9367|4864,
questiomycin b,4780|3417|3576|196|367,
oxaliplatin,5728|2303|538|7157|10672|4524|2950|25|5444|22943|4846|581|10057|3845|9429|4233|5300|64478|7422|673|2067|147700|672|6935|3627|1728|117583|5743|1244|596|6401|540|11320|2064|2068|1806|4489,24100628|32110058|15269138|24957073|24444404|18245544|17700593|29845393|27864592|20819423|29134491|25331073|20385995|27557140|24980946|23407049|12072547|16187112|10098743|25788273|19671875|25545243|15545975|14985457|24924344|26540314|26341920|23209813|21468686|24338217|20530282|26432108|24090479|20125120|25955730|20921465|26637369|19786980|22188361|18347182|21902499|25069034|21057378|29662106|19362955|23314736|27498158|21262916|22026922|22329723|19434073|21449681|29151941|16101140|22310351|19219602|25072261|14977850|15213293|26222057|28784859|24300914|18267032|20078613|17127229|19571295|19603024|10728587|17409936|9498276|27995989|17401013|19203783|15093273|12435115|11307147|11751440|16707601|15213713
daptomycin,5243,25239468
bay-85-3934,112398,
dndi1417523,251|10919|11201|2548|3248|249|390245|246|9682|5429|5965,
chembl3545321,8317,
calcium channel blockers,1636|26115|4926|3757|775|8301,24444405|24192120|16610939
mt-1303,1901,
ly-377604,155,24900353
chembl3545353,1136|1137|1143|1141,
chembl1200798,3358|3356|3064,
caffeic acid phenethyl ester,2475|246|3028|9682|390245|4137|6606|6622|10919|23435|7276|247|6607|79915,25314129
chembl957,1909|1910,
o-desmethyl-tramadol,348980|6580|3382|6818|1565|442247|266747,30971809|27082504
