diseaseId,diseaseName,entrezGeneIds
C1955934,trichothiodystrophy syndromes,2068|2071|2961|7737|136647|404672
C1832476,deafness - autosomal dominant 10,2070
C1854368,cardiomyopathy - dilated - 1j,2070
C0268136,xeroderma pigmentosum - group b,2071
C4225344,trichothiodystrophy 2 - photosensitive,2071
C0268140,xeroderma pigmentosum - group f,2072
C0342573,pituitary dwarfism i,2072|2688|7518|10293|10785|25886|51053|51574|55599
C1970416,xfe progeroid syndrome,2072
C3808988,fanconi anemia - complementation group q,2072|7518|10293|25886
C0268141,xeroderma pigmentosum - group g,2073
C1851443,cerebrooculofacioskeletal syndrome 3,2073
C0265201,de sanctis-cacchione syndrome,2074
C3151063,macular degeneration - age-related - 5,2074
C3551173,uv-sensitive syndrome 1,2074
C4310783,premature ovarian failure 11,2074
C0003803,arnold chiari malformation,2077|80199
C0555206,chiari malformation type ii,2077|80199
C0750929,arnold-chiari malformation - type i,2077|22943
C0750931,arnold-chiari malformation - type iii,2077
C0750932,arnold-chiari malformation - type iv,2077
C2931196,craniofacial dysostosis type 1,2077|2260|2263
C3806917,craniosynostosis 4,2077
C3839609,complex craniosynostosis,2077
C4310679,chitayat syndrome,2077
C4707866,familial lambdoid synostosis,2077
C0279980,extra-osseous ewing's sarcoma,2078|2130|2313|8467
C0023267,fibroid tumor,2099|3624|4088|6422|7249|81029
C3809250,estrogen resistance,2099
C1833921,familial medullary thyroid carcinoma,2100|4914|5979
C4748626,ovarian dysgenesis 8,2100
C1837857,deafness - autosomal recessive 35,2103
C0268596,multiple acyl coenzyme a dehydrogenase deficiency,2108|2109|2110
C1856401,glutaric aciduria iia,2108|2109|2110
C1856403,glutaric aciduria iib,2108|2109|2110
C1856405,glutaric aciduria iic,2108|2109|2110
C3278154,glutaric acidemia iia,2108
C3278155,glutaric acidemia iib,2109
C3278156,glutaric acidemia iic,2110
C0016057,fibrosarcoma,2120|4763|4916
C1332965,congenital mesoblastic nephroma,2120|4916
C1838656,macrocytosis - familial,2120
C4015537,thrombocytopenia 5,2120
C0013903,ellis-van creveld syndrome,2121|2735|51626|132884
C0457013,weyers acrofacial dysostosis,2121|132884
C0023448,lymphoid leukemia,2122|4066|4297|7015|25913|26034|57379|81037
C0026985,myelodysplasia,2122|2624
C1854273,radioulnar synostosis with amegakaryocytic thrombocytopenia,2122|3207
C4225221,radioulnar synostosis with amegakaryocytic thrombocytopenia 2,2122
C0206663,neuroectodermal tumor - primitive,2130|3280|4853|5395|5444|5727|6608|23462
C0281508,desmoplastic small round cell tumor,2130|7490
C0334584,spongioblastoma,2130|3280|4853|5395|5444|5727|6608|23462
C0334596,medulloepithelioma,2130|3280|4853|5395|5444|5727|6608|23462
C0700367,ependymoblastoma,2130|3280|4853|5395|5444|5727|6608|23462
C0751675,cerebral primitive neuroectodermal tumor,2130|3280|4853|5395|5444|5727|6608|23462
C1275278,extraskeletal myxoid chondrosarcoma,2130|6938|8013|8148|10342
C0015306,hereditary multiple exostoses,2131|2132|5781
C0023003,langer-giedion syndrome,2131|5602|7227
C1832588,chromosome 11p11.2 deletion syndrome,2132|51317|60529
C1851413,exostoses - multiple - type ii,2132
C4225248,seizures - scoliosis - and macrocephaly syndrome,2132
C4479452,immunoskeletal dysplasia with neurodevelopmental abnormalities,2137
C0018777,conductive hearing loss,2138
C0265234,branchio-oto-renal syndrome,2138|6495|7020|147912
C0376524,branchio-oculo-facial syndrome,2138|6495|7020|147912
C1833691,otofaciocervical syndrome,2138|5075
C1865143,branchiootic syndrome 1,2138|6495
C1970479,branchiootorenal syndrome 2,2138|6495|7020|147912
C3551443,anterior segment anomalies with or without cataract,2138|6495
C3714941,otofaciocervical syndrome 1,2138
C4273131,branchiootic syndrome,2138|6495
C4551702,branchiootorenal syndrome 1,2138|6495|7020|147912
C0265210,weaver syndrome,2146|4297|8726|23512|64324
C1860789,leukemia - megakaryoblastic - of down syndrome,2146|4893|5885|7157|10238|10664|10735|284058
C0020640,inherited factor ii deficiency,2147
C0037198,sinus thrombosis - intracranial,2147|4524
C0272317,hereditary factor ii deficiency disease,2147
C0398623,thrombophilia,2147|2157|2162|2243|3026|3053|4524|7056|51156
C0751500,petrous sinus thrombophlebitis,2147|4524
C0751501,intracranial sinus thrombophlebitis,2147|4524
C0751502,petrous sinus thrombosis,2147|4524
C1412000,mesenteric vascular insufficiency,2147|2153
C3203356,factor ii deficiency,2147
C3280672,pregnancy loss - recurrent - susceptibility to - 2,2147
C3852984,acute mesenteric arterial embolus,2147|2153
C3852985,occlusive mesenteric arterial ischemia,2147|2153
C3852986,nonocclusive mesenteric ischemia,2147|2153
C3852987,acute mesenteric arterial thrombosis,2147|2153
C4722227,hypoprothrombinemias,2147
C0017160,gastroenteritis,2150
C0034155,purpura - thrombotic thrombocytopenic,2152|7035|7056|11093
C1268935,congenital thrombotic thrombocytopenic purpura,2152|7035|7056|11093
C1956258,familial thrombotic thrombocytopenic purpura,2152|7035|7056|11093
C0015499,hereditary factor v deficiency,2153
C0019154,hepatic vein thrombosis,2153|3717
C0035328,retinal vein occlusion,2153|3673|7422
C0338575,sagittal sinus thrombosis,2153|5328|5627
C0751823,septic phlebitis - sagittal sinus,2153|5328|5627
C0751824,sagittal sinus thrombophlebitis,2153|5328|5627
C0856761,budd-chiari syndrome,2153|3717
C1527411,thrombosis of retinal vein,2153|3673|7422
C1853831,bleeding disorder - east texas type,2153
C1861171,thrombophilia due to activated protein c resistance (disorder),2153
C2584620,thrombophilia - hereditary,2153
C0015503,factor vii deficiency,2155
C0019069,hemophilia a,2157|2158
C0272322,severe hereditary factor viii deficiency disease,2157
C0272325,factor 8 deficiency - acquired,2157
C3494186,autosomal hemophilia a,2157|2158
C3494187,factor viii deficiency,2157|2158
C0008533,hemophilia b,2158
C2749016,thrombophilia - x-linked - due to factor ix defect,2158
C0015519,factor x deficiency,2159
C0272327,hereditary factor x deficiency disease,2159
C0015523,hereditary factor xi deficiency,2160
C0015526,factor xii deficiency,2161
C1857728,hereditary angioedema type iii,2161
C1960459,hereditary angioedema with normal c1 esterase inhibitor activity,2161
C0015530,hereditary factor xiii deficiency,2162|2165
C2750514,factor xiii - a subunit - deficiency of,2162
C2750481,factor xiii - b subunit - deficiency of,2165
C0022672,acute kidney tubular necrosis,2168|5443|5465|6648
C1856796,estren-dameshek variant of fanconi anemia,2175
C1856797,estren-dameshek variant of fanconi pancytopenia,2175
C3469521,fanconi anemia - complementation group a (disorder),2175
C3468041,fanconi anemia - complementation group c,2176|2187
C3160738,fanconi anemia - complementation group d2,2177
C3160739,fanconi anemia - complementation group e,2178
C1845672,mental retardation - x-linked 63,2182
C1846242,alport syndrome - mental retardation - midface hypoplasia - and elliptocytosis,2182|9949|23630
C0268483,tyrosinemias,2184|3242|6898
C0268487,tyrosine transaminase deficiency disease,2184|3242|6898
C0268490,tyrosinemia - type i,2184|3242|6898
C0268623,tyrosinemia - type iii,2184|3242|6898
C4540327,neurodevelopmental disorder with dysmorphic facies and distal limb anomalies,2186
C1845292,fanconi anemia - complementation group b,2187
C1848599,vacterl association with hydrocephalus,2187|5728|7547
C2749240,vater association with macrocephaly and ventriculomegaly,2187
C2931228,vacterl association - x-linked - with or without hydrocephalus,2187|7547
C3469526,fanconi anemia - complementation group f,2188
C3469527,fanconi anemia complementation group g,2189
C1842422,synpolydactyly 2,2192
C4551472,hypertrophic obstructive cardiomyopathy,2194|2548|3315|3329|3418|3630|4607|4609|4624|4625|4633|4635|4719|4830|5443|5894|6548|6902|7139|7157|9997|11186|23493|58498|84148
C4540400,spinocerebellar ataxia 45,2196
C0013581,ectopia lentis,2200|54507
C0265287,acromicric dysplasia,2200|4054|4087|7040|9719
C0265313,weill-marchesani syndrome,2200|4053|81794
C1321551,shprintzen-goldberg syndrome,2200|6497
C1851286,ectopia lentis isolated,2200|54507
C1858556,overlap connective tissue disease,2200
C1861456,stiff skin syndrome,2200
C1869114,weill-marchesani syndrome - autosomal recessive,2200|4053|81794
C1869115,weill-marchesani syndrome - autosomal dominant,2200|4053|81794
C2746069,familial ectopia lentis,2200|54507
C2931588,gemss syndrome,2200
C3280054,geleophysic dysplasia 2,2200
C3489726,geleophysic dysplasia,2200|4054|4087|7040|9719
C3541518,ectopia lentis 1 - isolated - autosomal dominant,2200
C4016054,neonatal marfan syndrome,2200
C4310796,marfan lipodystrophy syndrome,2200
C0220668,congenital contractural arachnodactyly,2201
C4015286,macular degeneration - early-onset,2201
C1832174,doyne honeycomb retinal dystrophy,2202|3075|3426
C1852020,malattia leventinese,2202|3075|3426
C1852021,drusen - radial - autosomal dominant,2202|3075|3426
C0016756,fructose-1 -6-diphosphatase deficiency,2203
C0019489,deficiency - hexosediphosphatase,2203
C1840253,ige responsiveness - atopic,2206|3566|7941|11005|50615
C0014038,encephalitis,2208
C0393484,rasmussen syndrome,2208
C0752332,lupus vasculitis - central nervous system,2214|2215|3684
C0752334,lupus meningoencephalitis,2214|2215|3684
C0752335,neuropsychiatric systemic lupus erythematosus,2214|2215|3684
C3810342,immunodeficiency 20,2214
C1969024,cardiomyopathy - dilated - 1x,2218
C1969040,muscular dystrophy - limb-girdle - type 2m,2218
C2751052,muscular dystrophy-dystroglycanopathy (congenital without mental retardation) - type b - 4,2218
C0234398,visual cortex disorder,2222|6844|11342|51227|51399
C3553450,profound global developmental delay,2222
C0265970,porokeratosis - disseminated superficial actinic,2224|4597|4598|9733|54434|63910
C4225262,porokeratosis 9 - multiple types,2224
C4521678,auditory neuropathy and optic atrophy,2232
C4692546,protoporphyria - erythropoietic - 1,2235
C0796154,simpson-golabi-behmel syndrome - type 1,2239|2719|54884
C1850627,nasodigitoacoustic syndrome,2239
C0346163,endometrioid carcinoma ovary,2241|9064|10188|10769|81788
C0001733,afibrinogenemia,2243|2244|2266|8647
C0272350,dysfibrinogenemia - congenital,2243|2244|2266
C0740340,amyloidosis - familial,2243|5979|7276
C2584774,congenital hypofibrinogenemia,2243|2244|2266|8647
C4316812,fibrinogen deficiency,2243|2244|2266|3426|8647
C0016508,congenital foot deformity,2245|4000|5744|8626
C0175701,aarskog syndrome,2245
C1856871,autosomal recessive facio-digito-genital syndrome,2245
C0031030,periapical periodontitis,2247
C0085109,corneal neovascularization,2247|7422
C0524686,periodontitis - acute nonsuppurative,2247
C1833693,otodental dysplasia,2248
C1853144,deafness - congenital - with inner ear agenesis - microtia - and microdontia,2248
C2750325,oculootodental syndrome,2248|8772
C4706941,familial isolated trichomegaly,2250
C1563719,kallmann syndrome 1,2253|2260|3730|55636|60675|128674
C1563720,kallmann syndrome 2 (disorder),2253|2260|3730|55636|60675|128674
C2930927,kallmann syndrome - type 3 - recessive,2253|2260|3730|55636|60675|128674
C3552574,hypogonadotropic hypogonadism 6 with or without anosmia,2253
C0175700,multiple synostosis syndrome,2254|8200|9241
C0342282,multiple synostoses syndrome 1,2254|8200|9241
C2751826,multiple synostoses syndrome 3,2254
C0158667,aplasia of lacrimal and salivary glands,2255
C0265269,lacrimoauriculodentodigital syndrome,2255|2261|2263
C0685381,congenital hypoplasia of radius,2255|2261|2263
C4310685,epileptic encephalopathy - early infantile - 47,2257
C1836383,spinocerebellar ataxia 27,2259
C0220658,pfeiffer syndrome,2260|2263|7291
C0338503,septo-optic dysplasia,2260|5015|6657|6658|8820|9915|128674
C0406612,encephalocraniocutaneous lipomatosis,2260|3845
C0432122,interfrontal craniofaciosynostosis,2260
C0432283,osteoglophonic dwarfism,2260
C0795998,jackson-weiss syndrome,2260|2263
C1845146,holoprosencephaly - ectrodactyly - and bilateral cleft lip-palate,2260
C1852406,cutis gyrata syndrome of beare and stevenson,2260|2263
C2931888,pfeiffer type acrocephalosyndactyly,2260|2263
C3150773,chromosome 8p11 myeloproliferative syndrome,2260
C0001080,achondroplasia,2261
C0007847,malignant tumor of cervix,2261|3265|3845|7157
C0014547,epilepsies - partial,2261|6328|57582
C0022603,seborrheic keratosis,2261|5290
C0039743,thanatophoric dysplasia,2261
C0175699,saethre-chotzen syndrome,2261|2263|7291
C0265529,plagiocephaly,2261|6938|7291|7545
C0302592,cervix carcinoma,2261|3265|3845|6794|7157
C0334082,nevus - epidermal (disorder),2261|3265|3845|4893|5290
C0410529,hypochondroplasia (disorder),2261
C0851140,carcinoma in situ of uterine cervix,2261|3265|3845|4524|5457|7157
C1300257,thanatophoric dysplasia - type 2,2261
C1864436,muenke syndrome,2261
C1864852,catshl syndrome,2261
C1868678,thanatophoric dysplasia - type i (disorder),2261
C2674173,achondroplasia - severe - with developmental delay and acanthosis nigricans,2261
C2677099,crouzon syndrome with acanthosis nigricans (disorder),2261
C4011754,nevus - keratinocytic - nonepidermolytic,2261|3265|4893|5290
C0001193,apert syndrome,2263|7291
C0010273,craniofacial dysostosis,2263
C0011757,developmental coordination disorder,2263|4968|5728|9495|27185|50944|54982|79823
C0265326,bannayan-riley-ruvalcaba syndrome,2263|5728
C0391826,lhermitte-duclos disease,2263|5728
C1450010,plagiocephaly - nonsynostotic,2263
C1510455,acrocephalosyndactylia,2263|7291
C1860042,antley-bixler syndrome with disordered steroidogenesis,2263|5447
C1863389,apert-crouzon disease,2263|7291
C1865070,scaphocephaly - maxillary retrusion - and mental retardation,2263
C1867564,scaphocephaly and axenfeld-rieger anomaly,2263
C1959582,pten hamartoma tumor syndrome,2263|5728
C2350233,antley-bixler syndrome phenotype,2263|5447
C2936791,antley-bixler syndrome - autosomal dominant,2263|5447
C3281247,bent bone dysplasia syndrome,2263
C0472803,hypodysfibrinogenemia,2266
C0342770,fumarase deficiency,2271
C1378703,renal carcinoma,2271|4771|7428|8314|201163
C1708350,hereditary leiomyomatosis and renal cell cancer,2271
C2936826,fumaric aciduria,2271
C1333985,hereditary clear cell renal cell carcinoma,2272|4968|11236|79663|84925|201163|729582
C0270970,reducing-body myopathy,2273
C2678015,myopathy - reducing body - x-linked - childhood-onset,2273
C2678027,myopathy - reducing body - x-linked - early-onset - severe,2273
C2678055,myopathy - x-linked - with postural muscle atrophy (disorder),2273
C2678061,scapuloperoneal myopathy - x-linked dominant,2273
C2749106,emery-dreifuss muscular dystrophy 6 - x-linked,2273
C4225159,reducing body myopathy - x-linked 1b - with late childhood or adult onset,2273
C4225423,reducing body myopathy - x-linked 1a - severe - with infantile or early childhood onset,2273
C0751674,lymphangioleiomyomatosis,2277|3280|3714|7248|7249
C2362914,clinical depression,2289|3683|4128|4852|5621|6310
C0796147,acrocallosal syndrome,2290|2737|51684|374654
C2748910,rett syndrome - atypical,2290|6792|6812|9568|22854
C3150705,foxg1 syndrome,2290
C4305240,14q12 microdeletion syndrome,2290
C4749855,14q11.2 microduplication syndrome,2290
C0024899,mastocytosis,2294|3815
C2677362,alveolar capillary dysplasia,2294|64220
C0003076,aniridia,2296|5080|7490|26610|27022|54765
C1839928,iris hypoplasia with glaucoma,2296
C1866560,iridogoniodysgenesis - type 1 (disorder),2296
C3887633,dandy-walker syndrome - familial,2296
C0271829,pendred's syndrome,2299|3766|5172
C3538946,deafness - autosomal recessive 4 - with enlarged vestibular aqueduct,2299|3766|5172
C1853230,aphakia - congenital primary,2301
C2751822,cataract - autosomal recessive congenital 3,2301
C4551992,anterior segment dysgenesis 1,2301|5309
C0265345,lymphedema distichiasis syndrome,2303
C2675066,lymphedema-distichiasis syndrome with renal disease and diabetes mellitus,2303
C0008297,choanal atresia,2304|9791
C0010308,congenital hypothyroidism,2304|3547|5449|7038|7080|7173|7252|7253|7849|50506|55143|169792|389434
C4225293,thyroid cancer - nonmedullary - 4,2304
C0022578,keratoconus,2308|30813|64778|406960
C0206655,alveolar rhabdomyosarcoma,2308|5077|5081|7161|25937
C0079584,ichthyosis vulgaris,2312
C1853965,dermatitis - atopic - 2,2312
C0684337,ewings sarcoma-primitive neuroectodermal tumor (pnet),2313|3815
C0795841,jacobsen distal 11q deletion syndrome,2313
C1956093,paris-trousseau thrombocytopenia,2313
C4479515,bleeding disorder - platelet-type - 21,2313
C0795864,smith-magenis syndrome,2314|10522|10743|23096
C0010701,phyllodes tumor,2316|5914|8085|9968|29072
C0021847,intestinal pseudo-obstruction,2316|79827
C0220769,fg syndrome,2316|8573|9968
C0262436,cardiac valvular dysplasia - x-linked,2316
C0265251,oto-palato-digital syndrome type 1,2316|8481
C0265293,frontometaphyseal dysplasia,2316|6885
C0268341,ehlers-danlos syndrome type 5,2316
C0600066,malignant cystosarcoma phyllodes,2316|5914|8085|9968|29072
C1844696,otopalatodigital syndrome - type ii,2316
